Date,ARE,AMT,AIV,AVB,BXP,CBRE,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,PEAK,HST,IRM,KIM,MAA,PLD,PSA,O,REG,SBAC,UDR,VTR,VNO,WELL,WY
2017-04-17,103.51,115.50,3.92,165.98,121.26,33.21,84.37,97.79,24.60,375.39,56.44,210.33,70.31,119.14,26.55,15.99,27.23,18.07,89.22,49.85,200.92,52.42,58.40,123.82,32.27,53.78,69.04,60.98,30.45
2017-04-18,103.75,116.07,3.93,165.83,120.26,33.38,84.80,98.46,24.50,375.33,56.68,211.08,70.63,119.67,26.98,16.11,27.72,18.20,89.38,49.22,200.91,52.63,58.81,124.00,32.35,54.56,68.98,61.68,30.27
2017-04-19,104.04,115.89,3.89,165.29,119.32,33.60,84.56,99.35,24.20,376.27,56.64,209.55,70.34,120.04,26.66,16.45,27.47,18.17,88.93,48.98,199.88,52.56,58.97,123.92,32.15,54.25,68.46,61.38,30.04
2017-04-20,104.29,115.55,3.87,164.42,119.29,34.17,84.14,99.58,24.16,377.36,56.69,209.41,70.48,119.82,26.76,16.49,27.71,18.10,89.08,49.19,199.36,52.64,58.93,123.14,31.92,53.87,68.04,61.54,30.29
2017-04-21,103.83,115.67,3.88,164.14,119.03,34.38,83.69,99.23,24.26,374.30,56.59,209.79,70.34,118.91,26.74,16.29,27.57,17.80,88.82,49.03,198.47,52.37,58.09,122.64,31.87,53.73,68.06,61.22,30.10
2017-04-24,101.83,115.13,3.85,163.78,117.65,34.41,82.98,98.41,24.03,376.34,56.52,208.69,69.01,116.79,26.34,16.45,27.67,17.28,88.88,49.02,196.82,50.95,56.17,122.32,31.66,52.79,66.85,60.24,30.39
2017-04-25,102.84,115.21,3.92,166.39,118.69,34.30,82.59,98.53,24.03,378.69,57.16,212.38,68.69,117.54,26.37,16.49,27.72,17.39,89.00,49.49,196.01,50.74,56.10,122.88,32.62,52.83,67.37,60.38,29.61
2017-04-26,102.18,114.16,3.94,165.86,112.83,34.55,82.79,97.77,24.00,379.41,57.47,214.73,69.03,115.75,26.03,16.68,27.39,16.93,88.59,49.12,194.61,50.21,55.16,122.51,32.73,52.29,65.38,59.68,29.84
2017-04-27,101.61,116.91,3.90,165.47,111.62,36.00,83.25,99.59,24.46,382.78,56.81,215.09,66.48,116.27,25.93,16.66,26.45,16.55,85.96,49.52,185.11,50.60,55.00,124.18,32.59,52.38,64.65,59.96,30.19
2017-04-28,101.21,117.07,3.84,166.88,112.16,35.81,82.88,100.95,24.26,389.07,56.85,217.79,66.03,114.29,25.80,15.54,26.37,16.25,87.02,49.08,181.97,49.66,54.40,125.33,32.87,52.29,64.47,59.36,29.50
2017-05-01,101.48,118.53,3.81,167.92,112.49,36.25,82.96,100.44,24.26,391.38,57.07,220.92,65.94,116.27,25.88,15.63,26.70,16.36,87.37,49.40,180.10,50.06,54.68,126.08,33.11,52.25,64.50,59.16,29.24
2017-05-02,103.05,118.90,3.79,168.08,112.39,35.95,82.66,99.13,24.31,393.88,56.98,221.43,64.29,116.84,25.72,15.97,26.81,16.59,87.33,49.25,180.13,50.25,55.31,127.79,32.95,52.01,64.52,58.78,29.35
2017-05-03,101.93,117.86,3.76,166.22,110.56,35.72,82.41,98.02,24.10,394.18,56.27,220.53,63.67,115.52,25.12,15.76,26.32,16.11,86.34,48.55,178.62,49.22,54.34,126.66,32.75,51.29,63.44,58.00,28.97
2017-05-04,102.80,118.42,3.79,167.93,109.30,35.85,83.04,98.34,24.18,395.20,56.70,223.15,64.09,114.74,24.91,15.59,26.37,15.99,86.85,48.81,180.45,47.47,53.85,127.01,33.11,51.17,64.13,58.04,28.83
2017-05-05,103.29,119.63,3.86,169.44,109.77,36.77,84.04,100.05,24.38,397.04,57.65,223.05,64.16,115.94,25.06,15.70,26.75,15.97,87.75,49.31,180.98,48.19,53.96,128.43,33.43,52.07,64.60,58.73,29.22
2017-05-08,103.19,119.80,3.78,168.66,109.46,36.33,83.54,99.81,24.64,397.40,57.24,222.59,64.00,113.90,25.10,15.41,26.48,15.56,87.19,49.43,181.16,47.39,52.94,130.21,33.39,51.89,63.84,58.66,29.04
2017-05-09,102.11,119.07,3.77,168.90,109.08,36.26,83.19,100.21,24.39,396.72,57.08,223.10,63.94,113.99,24.90,15.44,26.40,15.63,86.62,48.89,180.83,46.78,52.98,128.56,33.05,51.16,63.70,58.08,28.92
2017-05-10,103.02,118.15,3.81,169.01,108.99,36.27,82.98,100.59,24.51,395.92,57.35,223.88,63.95,115.26,25.31,15.59,26.62,15.73,86.57,49.28,181.57,47.30,54.18,128.00,33.03,52.29,64.04,58.90,28.92
2017-05-11,103.51,117.39,3.79,168.63,107.41,34.92,82.72,99.92,24.51,399.38,57.05,223.90,63.39,113.27,25.79,15.31,26.45,15.40,86.65,49.27,181.18,46.33,53.59,126.55,33.11,53.07,63.45,60.16,28.71
2017-05-12,104.21,117.24,3.79,168.82,107.15,34.70,82.41,101.16,24.40,401.53,57.13,225.10,63.31,109.52,26.06,15.13,26.23,15.15,86.25,49.03,181.32,46.58,52.28,126.36,33.15,53.64,62.97,60.45,28.63
2017-05-15,104.21,118.92,3.78,169.06,106.79,34.58,83.87,101.94,24.77,400.35,57.08,226.22,64.03,110.52,25.91,15.37,26.31,15.17,86.96,49.61,182.27,46.21,52.48,129.21,33.27,53.28,63.02,60.29,28.83
2017-05-16,104.20,119.33,3.74,168.87,107.10,34.35,84.04,101.29,24.79,398.33,56.80,226.58,62.76,106.93,25.82,15.31,26.52,14.54,86.57,49.46,180.89,45.29,50.76,129.57,33.14,53.11,62.84,60.24,28.84
2017-05-17,104.82,121.53,3.80,167.90,106.71,33.42,85.96,101.28,25.10,397.71,56.64,226.05,65.80,107.37,26.12,15.27,26.75,14.59,87.12,49.91,185.07,45.75,51.87,132.85,32.92,54.17,62.44,60.80,28.53
2017-05-18,105.33,118.97,3.79,168.66,106.55,33.13,86.43,100.79,24.93,396.58,57.58,227.96,66.35,108.53,26.42,15.61,26.87,14.58,87.61,49.41,187.82,45.80,52.33,130.79,33.33,55.08,62.67,61.36,28.48
2017-05-19,105.85,119.28,3.81,168.12,107.21,33.68,87.12,100.95,25.17,397.49,57.70,226.77,66.87,109.66,26.42,15.66,26.54,14.86,87.71,49.83,186.40,46.13,52.66,131.58,33.31,54.84,63.49,61.62,28.76
2017-05-22,106.05,119.67,3.82,168.76,107.23,34.12,87.53,101.87,25.30,406.80,57.54,226.81,67.78,110.44,26.56,15.68,26.41,14.58,87.76,49.98,187.37,46.07,52.78,132.60,33.54,54.93,62.86,61.75,28.85
2017-05-23,106.69,119.67,3.83,168.56,107.95,34.15,88.29,102.14,25.40,407.83,57.16,224.44,68.08,109.77,26.43,15.72,26.34,14.44,87.81,50.24,188.76,46.08,52.78,133.08,33.69,55.14,62.90,61.63,28.80
2017-05-24,106.40,120.19,3.83,169.06,107.97,34.29,88.64,103.00,25.52,412.18,57.40,228.80,68.79,111.24,26.40,15.77,26.40,14.66,88.17,50.40,189.08,46.52,53.83,132.84,33.79,55.36,63.02,61.86,28.90
2017-05-25,105.57,121.82,3.82,168.93,108.09,34.40,90.05,104.40,25.43,416.43,57.28,228.32,69.09,111.22,26.27,15.66,26.62,14.70,88.40,50.43,188.67,46.94,54.27,134.30,33.71,54.92,62.74,61.55,28.89
2017-05-26,105.49,121.88,3.82,168.19,107.51,34.39,90.07,103.56,25.25,412.92,57.37,228.33,68.19,110.30,26.01,15.65,26.68,14.44,88.70,50.33,188.06,46.96,53.85,134.77,33.74,54.38,62.45,61.02,28.75
2017-05-30,105.24,122.82,3.80,168.19,107.04,34.41,90.69,103.73,25.12,411.69,57.49,227.34,67.46,108.12,26.01,15.46,26.59,14.01,88.63,50.36,186.29,46.99,52.72,136.71,33.75,54.35,62.20,61.00,28.86
2017-05-31,104.96,121.95,3.80,168.12,107.48,34.88,89.06,103.90,25.26,412.72,57.30,228.88,67.72,107.17,26.11,15.58,26.49,14.05,89.41,50.10,187.15,46.93,52.86,136.91,33.99,54.31,62.23,61.03,28.70
2017-06-01,106.09,122.55,3.81,167.56,107.87,35.56,90.63,103.55,25.55,408.90,57.16,230.28,66.24,108.53,26.21,15.48,26.55,14.29,89.64,50.44,184.48,47.45,52.93,136.98,33.86,54.62,62.64,61.38,29.18
2017-06-02,107.98,123.16,3.87,171.98,108.41,35.47,91.63,105.29,25.71,415.82,58.73,233.97,66.84,107.72,26.57,15.73,26.75,14.10,91.47,51.31,185.91,48.34,52.91,137.41,34.64,55.45,62.69,62.08,29.18
2017-06-05,108.25,122.34,3.90,175.03,108.30,35.14,90.64,104.57,25.44,415.71,59.35,237.09,66.16,106.29,26.44,15.47,26.41,13.86,92.60,50.89,183.68,47.30,52.29,136.66,35.09,55.33,62.95,61.81,29.07
2017-06-06,106.66,122.43,3.90,170.27,107.14,34.41,90.38,104.46,25.29,413.94,58.89,234.03,65.11,106.68,26.26,15.46,26.56,14.34,92.11,50.95,180.68,47.35,53.12,135.73,34.70,55.01,61.60,61.44,29.10
2017-06-07,106.94,122.54,3.92,171.19,107.85,34.61,90.42,103.75,25.19,412.42,59.06,234.82,66.29,109.14,26.16,15.57,25.56,14.75,93.67,51.20,182.39,47.52,53.99,134.65,35.20,55.15,62.10,61.57,29.03
2017-06-08,106.64,121.75,3.90,170.73,108.62,34.60,88.64,102.63,24.96,412.14,59.37,236.69,65.71,107.30,25.79,15.71,25.38,14.58,94.17,50.93,183.30,46.89,53.69,133.04,35.16,55.02,62.20,61.33,28.65
2017-06-09,106.71,121.11,3.93,171.41,110.96,34.94,89.41,99.62,25.06,411.04,59.54,237.18,65.14,108.87,25.97,15.91,25.27,14.86,94.02,51.54,180.38,47.25,54.18,133.07,35.40,55.26,63.21,61.80,29.21
2017-06-12,106.69,120.08,3.91,170.15,112.61,35.45,89.55,100.83,25.25,397.75,58.94,233.98,65.96,110.84,26.34,16.13,26.02,15.45,94.20,52.12,181.68,47.96,55.47,131.20,34.97,56.34,64.37,62.29,29.54
2017-06-13,106.76,121.02,3.92,170.27,112.36,35.24,89.48,102.24,25.24,402.92,59.08,233.68,66.42,111.66,26.37,16.19,26.38,15.57,94.87,51.99,182.88,48.08,55.50,130.84,34.90,56.41,64.04,62.38,29.72
2017-06-14,107.02,121.31,3.94,171.72,112.18,35.47,90.12,104.09,25.43,404.38,59.15,233.86,66.60,110.88,26.63,16.08,26.36,15.43,95.50,52.57,184.18,48.65,55.15,131.69,34.94,56.77,63.50,62.63,29.69
2017-06-15,106.96,122.25,3.94,172.26,112.77,35.09,89.58,104.36,25.60,406.12,59.66,234.99,67.83,112.05,26.80,16.10,26.70,15.66,96.48,53.19,186.63,48.62,55.64,131.00,35.21,57.06,63.79,62.82,29.54
2017-06-16,106.04,123.26,3.94,172.39,111.74,35.05,89.48,103.35,25.40,399.87,60.36,237.24,69.34,109.47,27.08,16.23,26.38,14.81,96.52,52.84,187.49,48.42,53.38,131.83,35.38,57.45,63.37,63.61,29.59
2017-06-19,107.15,123.62,3.96,172.90,111.48,35.76,89.40,103.29,25.44,404.49,59.98,239.10,68.83,109.31,27.36,16.54,26.77,14.31,96.76,53.26,185.84,48.03,52.32,131.74,35.64,57.64,63.02,64.15,29.92
2017-06-20,107.28,122.56,3.93,171.76,111.60,35.55,88.98,104.26,25.07,406.10,60.00,237.97,69.15,108.99,27.56,16.38,26.84,14.10,96.37,52.43,185.82,47.99,51.91,130.35,35.44,58.13,63.02,64.72,29.85
2017-06-21,107.09,122.01,3.90,171.03,110.85,35.14,87.99,105.53,25.11,408.49,59.87,237.41,68.98,108.54,27.53,16.10,26.26,14.03,96.65,52.77,186.30,47.35,52.09,129.87,35.30,58.46,62.55,64.91,29.68
2017-06-22,108.65,122.25,3.88,170.41,110.60,35.30,88.20,106.72,24.91,412.05,59.46,235.13,68.29,109.30,27.64,16.17,26.31,14.30,95.87,52.40,185.32,46.83,52.36,130.03,34.88,58.82,63.13,65.20,29.84
2017-06-23,108.48,123.20,3.88,170.57,111.25,35.35,88.29,106.83,24.81,406.23,59.61,236.78,69.56,110.05,27.81,16.21,26.62,14.41,95.76,53.20,187.01,47.23,53.05,130.70,34.92,59.27,63.57,65.15,30.01
2017-06-26,109.09,123.74,3.88,170.90,111.39,36.48,88.21,106.48,24.71,410.36,59.54,236.53,69.57,112.40,27.81,16.41,26.80,14.79,95.25,53.69,186.47,48.25,54.25,131.58,34.97,59.44,63.96,65.34,29.56
2017-06-27,109.38,126.81,3.81,169.50,109.64,36.40,90.12,103.37,24.38,405.83,58.90,232.09,69.17,112.16,27.28,16.29,26.43,14.97,93.60,53.38,184.52,47.83,54.12,134.49,34.51,58.82,63.35,64.36,28.88
2017-06-28,109.19,125.67,3.78,170.51,109.99,37.13,89.48,102.24,24.45,403.13,58.86,233.41,68.85,112.76,27.27,16.28,26.77,15.06,93.19,53.81,183.79,48.54,54.85,133.11,34.36,58.76,63.12,64.39,29.18
2017-06-29,107.80,124.08,3.78,170.04,109.80,36.65,88.46,100.08,24.36,394.26,58.80,233.35,68.48,112.39,26.64,16.17,26.36,15.03,92.62,53.35,182.15,47.83,54.71,133.28,34.50,57.20,63.01,62.68,29.07
2017-06-30,109.14,123.61,3.81,170.19,109.66,36.40,88.59,100.10,24.62,401.63,58.38,230.74,68.90,111.23,26.62,15.99,26.49,14.70,92.43,53.31,182.99,47.32,54.41,133.66,34.30,57.42,63.38,62.97,29.45
2017-07-03,109.57,122.76,3.82,172.06,111.38,36.94,87.82,100.42,24.75,395.64,59.04,234.31,69.33,113.56,27.11,16.46,26.90,15.44,92.88,53.81,186.68,48.07,55.43,133.05,34.59,57.83,64.68,63.74,29.62
2017-07-05,109.03,123.54,3.88,171.58,109.63,36.77,87.56,98.37,24.33,396.88,59.23,232.94,68.36,111.12,26.78,16.37,26.62,14.51,92.38,53.21,182.58,47.34,54.42,133.17,34.64,57.17,63.52,63.18,29.19
2017-07-06,107.04,122.88,3.79,166.66,106.94,36.16,86.99,96.92,24.08,391.59,57.55,227.84,67.05,110.34,25.95,16.02,26.27,14.60,89.07,52.07,180.21,46.42,53.60,133.12,33.78,55.87,62.36,61.48,28.18
2017-07-07,107.38,124.37,3.78,167.64,107.08,36.61,87.96,97.62,24.40,396.15,57.63,229.37,67.60,111.13,26.00,15.98,26.55,14.98,89.79,52.50,181.67,46.90,54.18,135.42,33.86,55.76,63.39,61.33,28.14
2017-07-10,106.18,122.57,3.77,165.47,105.16,36.77,87.70,97.54,24.17,399.69,57.41,227.00,66.04,109.80,25.73,15.68,25.80,14.82,88.26,52.07,178.46,45.96,53.37,133.25,33.56,55.32,63.12,61.02,28.32
2017-07-11,106.76,122.31,3.76,165.00,104.91,36.65,86.92,97.13,24.22,403.39,57.12,225.78,65.48,109.87,25.78,15.77,25.71,14.88,87.35,51.76,178.37,46.21,53.33,132.37,33.49,55.30,63.50,61.09,28.58
2017-07-12,107.86,125.07,3.81,165.58,106.30,36.89,88.48,99.26,24.58,409.07,57.69,227.81,66.63,110.37,26.21,15.80,26.21,14.93,88.33,52.54,181.13,46.88,53.99,135.00,33.71,56.03,64.28,62.02,28.95
2017-07-13,107.56,125.31,3.79,165.56,107.29,36.94,88.71,99.70,24.36,408.26,57.66,226.25,66.75,111.48,26.10,15.85,26.17,15.23,88.25,52.32,179.74,47.28,54.25,134.66,33.54,55.80,64.50,61.67,28.76
2017-07-14,108.75,127.08,3.83,166.24,108.48,37.16,89.41,99.64,24.52,409.62,58.06,227.38,67.73,112.89,26.46,15.88,26.82,15.40,88.85,52.80,182.24,48.24,55.20,135.24,33.86,56.24,64.73,62.05,29.14
2017-07-17,109.74,126.49,3.86,168.30,108.35,36.92,85.61,99.89,24.80,407.54,58.76,231.22,68.37,113.54,26.66,16.17,26.79,15.39,89.58,53.20,182.17,48.43,55.56,134.75,34.20,56.86,65.49,62.13,29.36
2017-07-18,109.35,127.21,3.83,166.85,106.20,37.14,85.46,100.16,24.98,410.17,58.58,232.13,68.44,113.27,26.71,16.30,26.74,15.48,89.30,54.65,181.83,48.52,55.23,136.23,34.26,56.74,64.78,62.30,29.08
2017-07-19,110.61,126.50,3.87,168.42,107.28,37.82,87.25,99.57,25.36,412.24,59.56,236.32,69.60,114.35,26.79,16.29,26.95,15.50,89.63,54.65,182.32,49.02,56.01,137.19,34.71,56.63,67.26,62.37,29.73
2017-07-20,110.59,127.27,3.89,168.37,105.90,37.89,86.02,99.36,24.65,412.91,59.56,236.93,69.10,114.41,26.44,15.80,26.75,15.48,89.38,53.79,182.11,49.15,56.03,134.56,34.84,56.53,66.13,62.01,29.89
2017-07-21,109.62,127.89,3.92,169.28,105.99,37.90,87.70,99.67,24.46,413.12,59.56,237.54,69.75,114.83,26.31,15.72,26.99,15.36,89.54,53.63,183.35,49.15,55.79,135.34,34.93,56.73,65.70,62.20,30.27
2017-07-24,109.18,128.05,3.87,167.52,106.08,38.29,87.67,100.37,24.59,413.27,59.11,235.67,69.46,115.52,26.11,15.73,26.90,15.38,90.35,54.82,183.40,49.03,55.86,134.93,34.73,56.24,65.22,61.54,30.00
2017-07-25,108.84,127.63,3.85,166.35,106.31,38.42,87.99,99.65,24.43,408.93,58.60,234.49,70.20,116.28,26.41,16.14,26.88,15.99,89.73,54.79,182.28,49.25,56.36,134.20,34.32,56.11,65.22,61.43,29.99
2017-07-26,109.45,128.79,3.89,169.26,107.29,38.34,88.04,100.43,25.04,411.81,59.74,239.60,70.93,116.78,26.65,15.77,26.96,16.05,90.46,55.58,184.33,49.67,57.04,134.32,34.77,56.26,65.18,61.66,29.82
2017-07-27,109.48,125.98,3.90,168.75,108.04,37.69,88.60,101.17,25.33,414.46,59.86,236.82,67.57,118.83,26.58,16.35,26.80,17.09,91.05,55.60,174.00,49.69,58.36,134.75,34.32,55.71,65.95,61.24,30.09
2017-07-28,109.07,129.23,4.01,170.48,109.04,37.63,88.95,100.31,25.43,419.17,60.05,237.37,68.83,116.88,26.51,16.37,27.13,16.59,91.77,55.95,178.00,49.23,57.47,136.37,34.89,55.47,65.93,61.48,28.96
2017-07-31,109.84,127.35,4.03,170.35,107.77,37.99,88.95,102.22,25.19,421.82,60.36,234.72,70.22,116.72,26.36,16.33,28.09,16.40,91.61,55.28,180.39,49.11,57.52,136.29,34.68,55.66,66.25,61.75,29.03
2017-08-01,109.63,127.02,4.04,170.14,108.63,37.72,89.22,104.21,25.45,424.02,60.17,236.06,70.04,118.28,25.20,16.55,28.43,16.75,91.92,55.76,177.99,49.70,58.46,136.17,34.69,54.54,66.39,60.85,29.20
2017-08-02,109.18,128.89,4.03,169.41,108.59,37.80,90.03,103.81,25.46,426.25,60.09,236.30,70.01,116.91,25.01,16.31,28.47,16.29,91.89,55.64,177.45,49.15,57.42,136.73,34.63,54.56,65.76,60.94,28.45
2017-08-03,109.42,128.12,4.03,166.33,110.27,37.44,89.25,102.58,25.29,420.53,59.69,236.13,68.21,117.03,25.33,16.09,28.84,16.20,91.97,55.56,175.80,49.09,57.44,137.09,34.41,54.91,66.59,61.47,28.89
2017-08-04,109.26,128.51,4.04,166.38,110.73,37.32,90.22,102.10,25.27,417.00,59.70,234.99,68.68,117.61,25.17,16.32,28.53,16.52,91.81,55.78,176.81,49.45,57.96,138.67,34.28,54.39,66.86,61.16,28.82
2017-08-07,109.24,128.98,4.04,166.88,109.42,37.48,89.45,101.53,25.04,415.73,59.63,234.55,68.78,117.41,24.93,16.40,28.62,16.63,92.04,55.14,176.45,49.45,57.97,138.24,34.36,54.25,66.68,61.24,28.76
2017-08-08,109.27,127.63,4.08,166.98,109.60,36.82,88.46,100.83,25.32,413.21,59.55,235.61,68.01,116.69,24.97,15.94,28.67,16.64,92.34,55.25,176.10,49.32,57.80,136.95,34.29,54.10,66.05,61.26,28.53
2017-08-09,109.46,128.77,4.07,167.62,108.45,36.88,89.11,101.40,25.12,419.08,59.73,237.37,67.65,116.83,24.78,15.73,29.54,16.66,92.99,55.22,176.28,49.47,58.08,137.75,34.44,54.23,65.53,60.66,28.51
2017-08-10,108.61,127.82,4.05,167.42,108.10,35.65,89.06,100.01,24.89,411.29,59.49,235.46,67.33,116.20,24.62,15.60,29.17,16.63,92.45,54.49,176.08,49.08,57.68,137.74,34.42,53.55,64.48,60.11,28.24
2017-08-11,108.30,127.68,4.03,166.95,107.01,35.77,89.18,99.10,24.89,410.27,59.40,232.42,67.40,113.88,24.69,15.62,28.63,16.25,92.04,54.28,174.30,48.61,56.56,137.00,34.13,53.68,63.72,59.94,28.32
2017-08-14,110.29,130.75,4.09,169.66,109.20,36.05,90.53,101.79,25.56,420.66,60.29,236.30,67.90,115.34,25.13,15.75,29.02,16.33,93.97,55.75,175.98,49.33,57.73,139.20,34.61,54.65,64.73,61.09,28.34
2017-08-15,110.05,130.49,4.07,170.10,109.13,36.13,91.14,102.03,25.60,419.57,60.58,237.75,67.66,113.77,24.58,15.71,28.83,15.99,94.77,56.26,176.89,49.03,56.98,140.00,34.72,54.69,64.15,60.66,28.08
2017-08-16,110.43,131.80,4.05,169.33,108.77,35.77,91.78,103.24,25.63,425.62,60.23,235.61,67.02,114.10,24.74,15.95,28.91,16.00,94.40,56.59,174.64,49.58,57.38,142.40,34.54,55.03,63.86,61.31,28.05
2017-08-17,110.22,130.46,4.05,168.60,107.91,34.91,92.09,102.35,25.29,422.58,60.00,235.53,67.30,113.13,24.63,15.68,28.63,15.88,94.25,55.73,173.51,49.22,57.21,140.90,34.81,54.98,63.36,60.54,27.50
2017-08-18,108.72,130.78,4.03,167.37,106.81,35.24,92.08,101.79,25.60,421.13,59.57,233.87,66.02,111.73,24.33,15.25,28.45,15.72,93.59,55.66,172.25,48.93,56.64,141.59,34.57,54.64,62.19,60.16,27.40
2017-08-21,109.70,131.98,4.05,168.54,107.65,35.51,92.70,103.19,26.10,423.29,60.10,236.96,66.71,112.74,24.78,15.21,28.98,16.02,95.07,56.44,175.83,49.82,57.39,142.74,34.90,55.74,62.16,61.29,27.67
2017-08-22,108.77,132.74,4.05,167.45,106.63,35.97,93.51,104.25,25.88,428.93,60.08,237.88,66.97,111.64,24.42,15.45,29.09,15.88,94.58,56.09,176.90,49.39,57.18,144.25,34.83,55.30,61.74,60.40,27.58
2017-08-23,109.57,133.44,4.10,168.07,107.90,35.53,93.83,104.70,26.20,434.11,60.29,239.61,68.60,112.28,24.85,15.38,29.60,16.09,95.23,57.10,180.26,50.01,57.60,144.89,34.90,55.82,62.31,60.95,27.57
2017-08-24,109.86,134.33,4.09,167.68,106.87,35.85,94.39,104.52,26.01,435.73,60.28,238.94,68.48,111.64,24.80,15.40,29.71,15.93,95.09,56.61,179.60,49.49,57.15,146.72,34.73,56.01,62.26,60.80,27.58
2017-08-25,109.16,134.74,4.08,167.37,108.27,35.36,94.61,104.70,26.06,438.23,60.25,238.26,67.93,112.93,24.91,15.49,29.66,16.14,94.76,56.89,178.90,49.95,57.58,150.70,34.64,56.11,62.85,61.24,27.87
2017-08-28,108.08,136.18,4.06,166.79,107.19,35.50,94.67,104.20,25.99,435.15,59.75,238.64,68.25,110.37,24.69,15.34,30.12,15.76,94.08,56.75,179.28,49.24,56.35,150.96,34.54,55.79,62.64,60.66,27.93
2017-08-29,107.49,136.29,4.01,165.86,106.52,35.15,94.64,104.02,26.08,438.28,59.55,237.35,68.97,110.63,24.89,15.47,30.26,15.68,93.60,56.53,180.39,49.18,55.50,150.60,34.35,56.02,62.40,61.25,27.71
2017-08-30,108.17,137.81,4.05,165.54,107.13,35.46,94.86,104.63,26.14,437.74,59.70,238.89,68.54,111.36,24.91,15.77,30.47,15.80,94.34,56.78,180.72,49.17,55.72,151.63,34.37,56.30,62.48,61.74,27.91
2017-08-31,109.90,138.30,4.05,166.25,107.50,36.08,95.90,104.88,26.36,440.32,59.55,238.55,68.57,111.71,25.14,15.86,30.40,15.95,94.20,57.60,180.19,49.73,56.33,152.14,34.44,56.56,62.67,62.35,28.67
2017-09-01,109.89,136.17,4.04,166.49,108.12,36.34,94.63,104.32,26.19,438.02,59.41,238.37,68.70,112.82,25.42,15.88,30.41,16.10,93.99,57.98,180.67,49.98,56.64,149.51,34.46,56.84,63.09,62.73,28.19
2017-09-05,109.12,137.27,4.04,165.32,107.29,35.99,94.65,105.62,26.15,435.69,59.54,238.66,69.25,112.33,25.44,15.42,30.50,16.09,94.23,57.74,181.35,50.38,56.50,149.77,34.66,56.96,62.56,63.06,28.39
2017-09-06,109.06,136.45,4.05,164.31,107.79,35.68,93.75,106.08,26.11,435.72,59.62,235.68,70.13,113.81,25.40,15.73,30.26,16.41,94.12,57.40,182.43,50.26,56.68,149.12,34.65,56.49,62.57,62.73,29.21
2017-09-07,108.80,137.31,4.09,164.71,107.77,36.00,94.61,107.62,26.08,436.94,60.06,238.62,71.76,114.80,25.43,15.70,30.74,16.73,94.70,57.92,188.04,50.72,56.75,149.26,34.98,57.05,61.86,63.00,29.42
2017-09-08,108.13,135.44,4.15,165.40,107.12,36.24,94.17,106.91,26.01,434.29,60.39,239.09,72.65,113.86,25.48,15.88,30.87,16.40,95.51,58.15,191.57,51.25,56.21,148.08,35.09,57.41,62.18,63.58,29.80
2017-09-11,109.04,136.56,4.13,166.98,107.60,36.99,94.56,111.70,26.73,445.97,60.85,241.62,70.43,114.63,25.58,15.94,31.14,16.50,96.54,59.21,187.26,51.36,56.92,148.75,35.30,57.98,63.03,64.17,29.57
2017-09-12,108.71,135.29,4.07,163.51,107.14,37.31,93.92,110.59,26.17,440.29,59.96,237.31,68.43,113.26,25.13,16.09,30.95,16.27,94.73,58.78,183.88,50.90,55.98,148.36,34.77,57.27,62.51,63.30,29.49
2017-09-13,108.20,134.24,4.05,162.81,106.93,37.44,92.81,107.71,26.04,431.35,59.70,234.25,68.61,112.89,24.85,16.14,30.62,16.14,94.01,58.19,184.91,50.79,55.73,147.78,34.34,57.16,62.70,63.09,29.37
2017-09-14,109.46,133.45,4.08,162.71,109.04,36.96,93.53,108.00,26.34,427.63,59.77,235.13,69.93,115.26,24.86,15.99,30.61,16.66,94.69,59.35,188.29,51.32,57.34,147.40,34.56,57.62,63.25,63.39,29.34
2017-09-15,109.18,135.46,4.07,162.75,109.10,36.62,94.13,105.02,26.23,428.00,60.20,234.98,70.55,114.41,24.84,15.97,30.86,16.70,95.76,59.67,189.70,51.75,56.92,148.61,34.54,57.97,63.20,63.50,29.27
2017-09-18,109.09,135.24,4.08,162.22,108.46,36.65,93.25,104.58,26.23,423.15,59.72,233.35,70.85,112.22,24.83,16.02,30.82,16.28,95.79,59.52,191.21,51.45,56.00,149.15,34.53,57.57,62.73,63.27,29.61
2017-09-19,108.71,131.70,4.06,160.93,106.64,36.94,91.17,104.72,26.12,425.87,59.27,230.87,70.88,110.34,24.54,16.05,31.15,15.99,95.30,59.26,191.09,50.80,55.58,144.08,34.12,57.00,61.73,62.52,29.53
2017-09-20,108.12,131.16,4.04,160.12,107.66,37.13,90.88,102.66,26.15,422.30,59.17,229.72,70.90,109.68,24.49,16.16,31.06,15.84,94.94,59.14,189.66,50.40,54.83,144.74,34.10,56.89,62.12,62.33,29.64
2017-09-21,108.11,130.22,4.01,159.24,109.50,37.19,90.67,103.80,26.09,419.79,58.95,228.95,70.79,109.88,24.10,16.01,31.10,15.66,94.92,58.91,190.34,50.03,54.66,143.68,33.85,56.43,63.63,61.48,29.65
2017-09-22,106.95,128.71,3.99,158.10,108.46,37.18,89.78,102.27,25.82,415.17,58.87,228.71,70.39,109.25,23.50,16.04,31.38,15.59,94.82,58.28,189.31,49.73,54.40,141.31,33.72,55.19,63.66,60.42,29.80
