Date,ARE,AMT,AIV,AVB,BXP,CBRE,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,PEAK,HST,IRM,KIM,MAA,PLD,PSA,O,REG,SBAC,UDR,VTR,VNO,WELL,WY
2016-06-14,85.42,98.01,3.51,144.94,109.43,28.60,78.78,85.84,21.08,338.69,52.55,183.71,72.99,132.74,24.86,12.79,27.60,22.42,84.79,43.41,201.52,52.80,66.81,99.32,29.00,54.09,62.92,58.35,24.32
2016-06-15,85.92,98.15,3.55,147.16,109.84,28.69,79.79,85.83,21.36,341.25,53.36,187.27,73.98,133.54,25.08,13.15,27.98,22.59,85.88,43.87,206.01,52.85,67.17,99.53,29.33,54.64,63.75,58.82,24.28
2016-06-16,86.05,98.57,3.57,148.52,109.73,28.35,80.38,86.96,21.72,346.16,53.94,188.21,74.49,134.93,25.18,13.20,27.82,22.65,86.56,44.27,206.77,53.39,67.06,99.54,29.71,55.09,64.09,59.12,24.30
2016-06-17,85.61,97.89,3.57,147.92,109.84,28.11,80.17,87.34,21.87,343.52,53.58,188.71,73.82,133.70,25.35,13.53,27.75,22.56,86.15,43.85,204.24,52.62,66.61,98.78,29.68,55.04,64.32,59.42,24.27
2016-06-20,85.45,98.33,3.56,148.35,109.98,29.43,80.17,87.59,21.93,342.91,53.60,189.23,73.97,133.94,25.13,13.62,27.65,22.67,85.98,43.88,203.91,52.31,66.63,101.14,29.69,54.49,63.60,58.66,24.55
2016-06-21,85.45,100.17,3.58,149.26,110.62,29.10,80.99,88.96,21.97,348.04,53.73,190.30,73.99,134.30,25.23,13.70,27.74,22.82,86.21,43.95,204.06,52.79,66.73,101.72,29.96,55.09,64.03,58.77,24.18
2016-06-22,85.92,100.14,3.59,149.16,111.12,29.23,80.88,89.36,21.68,348.17,54.04,190.59,74.12,134.35,24.54,13.83,27.77,22.83,86.39,44.00,203.22,52.81,66.21,101.95,30.08,54.37,64.13,57.92,24.21
2016-06-23,86.60,102.03,3.61,148.97,112.69,30.01,81.59,89.66,21.77,353.47,54.22,189.06,73.75,134.89,24.58,13.95,28.01,22.87,86.70,44.06,203.95,52.93,66.60,106.27,29.97,54.32,64.97,58.46,24.98
2016-06-24,86.70,99.10,3.58,147.13,111.00,27.31,81.90,88.61,21.73,344.78,53.73,187.72,73.61,134.06,24.67,12.92,27.37,22.74,85.66,42.34,204.23,53.95,66.20,102.36,29.58,55.00,63.70,58.02,23.46
2016-06-27,86.50,99.67,3.58,149.18,109.67,24.88,82.52,89.06,21.81,340.39,54.12,189.15,76.52,136.03,24.63,12.17,27.56,23.07,87.19,41.27,211.75,54.95,66.62,100.05,29.67,55.98,62.82,58.71,22.65
2016-06-28,87.85,101.42,3.65,152.86,112.36,25.69,84.07,91.21,22.38,345.77,55.61,194.62,77.52,138.87,25.20,12.64,27.98,23.52,88.66,42.18,214.23,55.96,68.65,102.59,30.52,56.83,63.84,59.78,23.59
2016-06-29,89.55,103.43,3.72,153.07,114.60,26.50,85.20,92.55,22.44,354.01,55.79,195.75,77.41,140.19,25.49,13.39,28.69,23.79,89.21,43.20,214.97,56.34,69.91,106.45,31.00,56.80,65.05,60.44,24.73
2016-06-30,91.07,103.99,3.79,154.99,114.95,26.48,86.13,93.22,22.82,355.58,56.51,198.86,78.41,141.54,25.49,13.52,28.90,24.14,90.15,43.13,216.30,57.08,70.61,106.95,31.43,57.41,65.75,60.96,25.19
2016-07-01,91.70,103.98,3.82,155.28,115.06,25.93,85.92,93.23,22.65,354.80,56.61,199.35,76.81,141.69,25.45,13.72,28.98,24.22,90.93,42.87,214.82,57.31,70.61,108.88,31.40,57.71,65.67,60.98,25.48
2016-07-05,92.40,104.19,3.87,157.16,116.31,24.54,87.09,95.14,22.76,354.12,57.25,201.58,79.02,143.82,25.75,13.42,29.34,24.59,92.60,43.57,219.81,58.82,71.75,107.94,31.87,58.19,65.91,61.39,25.13
2016-07-06,92.66,102.88,3.88,156.27,114.58,24.75,86.55,95.88,22.83,355.32,56.79,200.58,78.35,144.01,25.60,13.57,29.02,24.44,92.92,43.42,218.45,58.61,71.26,108.64,31.73,57.66,65.17,61.14,25.48
2016-07-07,89.09,102.70,3.85,155.39,113.32,24.62,86.20,93.27,22.59,350.95,56.85,199.45,77.99,142.18,25.13,13.69,28.50,24.21,91.92,42.88,214.77,56.90,70.45,109.60,31.41,56.88,64.28,59.90,25.50
2016-07-08,90.43,104.04,3.91,158.90,116.18,26.20,86.79,94.29,22.97,357.16,57.84,201.69,79.02,143.47,25.90,13.98,28.91,24.46,91.51,43.58,217.78,57.54,70.80,113.36,31.83,57.26,65.98,60.52,25.95
2016-07-11,91.25,104.96,3.92,158.57,117.24,26.67,85.38,93.96,23.22,356.52,58.06,201.69,79.37,143.78,26.33,14.17,29.25,24.60,91.40,43.90,217.12,58.04,70.97,112.26,31.90,57.71,66.22,60.98,26.43
2016-07-12,90.69,106.27,3.93,159.53,118.49,27.53,85.05,93.77,23.30,355.10,58.26,202.33,79.22,142.56,26.68,14.32,29.72,24.35,91.95,44.06,216.48,57.67,68.88,111.74,32.10,56.65,66.47,60.84,26.95
2016-07-13,91.86,106.19,3.95,161.04,119.05,27.50,84.75,93.93,23.51,354.65,58.17,204.24,79.97,143.30,26.97,13.75,29.40,24.49,92.22,44.55,217.03,58.27,69.57,111.06,32.22,56.90,66.55,61.59,27.05
2016-07-14,91.28,107.09,3.92,159.34,118.40,27.55,84.47,91.56,23.31,351.99,57.80,200.13,79.74,141.30,26.63,13.94,29.21,24.28,90.55,44.82,215.02,57.89,68.94,112.43,31.72,55.91,66.03,60.96,27.11
2016-07-15,91.20,106.93,3.90,157.46,118.56,27.50,85.01,91.15,23.30,348.46,57.07,197.56,78.56,141.96,26.97,14.17,28.90,24.27,89.94,45.15,212.94,57.48,68.71,112.98,31.28,56.76,65.87,61.23,27.10
2016-07-18,91.96,106.45,3.87,157.37,118.98,28.11,84.40,90.59,23.42,348.86,57.28,196.72,78.27,141.88,26.93,14.26,28.81,24.22,89.76,45.40,212.63,57.59,68.70,112.71,31.29,57.23,66.10,61.78,27.28
2016-07-19,92.30,107.43,3.89,158.30,119.78,27.68,84.63,90.67,23.48,348.50,58.01,197.55,78.16,142.63,27.48,14.39,29.01,24.35,90.58,45.48,213.38,57.85,69.11,111.81,31.58,57.59,66.63,62.07,27.06
2016-07-20,93.52,107.76,3.87,157.90,119.52,28.10,83.64,89.71,23.52,347.99,57.50,197.34,78.67,142.06,27.63,14.28,29.16,24.33,90.50,45.39,213.20,57.44,69.06,111.58,31.61,57.61,66.33,62.11,27.33
2016-07-21,94.30,107.60,3.84,158.09,119.88,28.55,83.45,87.30,23.49,341.67,57.39,197.42,78.71,142.32,27.78,14.61,29.22,24.38,90.24,45.54,212.97,57.68,69.23,110.93,31.66,57.79,66.94,62.47,27.32
2016-07-22,95.72,107.86,3.87,159.23,121.06,28.99,83.96,90.37,23.57,345.61,57.69,197.90,79.33,142.88,28.03,14.94,29.79,24.41,91.13,46.24,214.74,57.95,69.63,112.13,31.89,58.24,68.19,63.03,27.44
2016-07-25,96.14,106.98,3.85,159.10,121.19,29.02,82.64,89.78,23.60,345.13,57.56,197.39,77.84,143.08,28.16,14.98,29.83,24.31,90.87,46.61,213.23,57.87,69.55,111.81,31.83,58.32,68.80,63.03,27.49
2016-07-26,96.12,107.07,3.82,156.74,121.00,29.08,82.15,89.95,23.59,346.14,57.28,194.19,76.60,142.48,27.97,14.68,29.93,24.24,90.29,46.79,211.94,57.70,69.05,111.35,31.42,58.11,68.53,62.24,27.84
2016-07-27,95.71,107.65,3.76,154.45,120.83,28.86,81.58,90.14,23.51,342.75,54.11,190.77,76.18,141.76,27.87,14.30,29.75,24.14,88.59,46.19,210.03,57.27,69.00,111.71,30.93,57.98,68.47,61.91,27.56
2016-07-28,97.68,106.77,3.80,156.62,121.52,28.80,82.01,92.11,24.10,348.65,54.84,192.32,72.86,144.24,28.12,14.42,29.92,24.69,88.61,47.17,201.94,58.34,70.31,111.45,31.37,58.75,69.29,62.72,27.39
2016-07-29,98.79,105.97,3.94,159.51,123.86,28.45,82.40,89.35,24.64,341.95,55.78,203.91,72.89,145.08,28.27,14.80,29.90,24.90,90.51,47.93,202.19,58.99,71.62,113.94,31.95,60.04,70.54,63.49,27.68
2016-08-01,99.01,107.13,3.95,160.44,124.16,28.57,83.00,91.25,24.55,347.55,56.08,204.55,73.36,145.64,28.43,14.93,29.76,24.95,90.25,48.03,202.24,59.54,71.93,114.94,32.29,60.36,70.73,63.71,27.71
2016-08-02,96.31,106.86,3.87,158.77,122.56,28.32,82.25,89.49,24.34,342.49,55.19,201.84,72.17,143.18,28.07,14.55,29.37,24.55,88.99,47.67,198.33,57.78,70.91,112.24,31.85,58.69,69.03,62.27,27.45
2016-08-03,97.45,105.93,3.86,157.09,122.36,28.77,81.62,87.30,24.25,339.63,54.15,200.90,70.37,142.41,28.17,14.64,29.20,24.39,87.96,47.55,197.57,57.10,70.15,112.17,31.74,58.11,68.96,61.99,27.39
2016-08-04,98.86,106.56,3.85,155.93,122.76,28.70,82.26,88.16,24.17,340.61,54.44,200.10,69.47,141.48,28.16,14.50,27.53,24.21,87.72,47.50,195.11,57.40,70.02,112.55,31.64,58.17,68.80,62.19,27.62
2016-08-05,98.01,106.71,3.89,156.91,123.84,29.61,81.71,86.35,23.95,335.19,55.15,201.06,69.89,140.58,28.09,14.88,27.41,24.16,88.10,47.60,196.98,56.59,69.83,112.81,31.65,57.34,69.28,61.81,27.82
2016-08-08,98.65,105.93,3.94,159.67,124.45,29.68,81.44,85.83,24.10,334.09,56.03,203.32,69.73,138.88,28.11,15.22,26.69,24.17,88.17,47.28,195.07,56.49,69.56,113.91,32.18,57.27,69.79,62.36,27.39
2016-08-09,99.15,106.11,3.94,159.80,124.97,29.92,81.37,87.16,24.17,336.78,56.31,203.66,70.25,139.13,28.49,15.17,26.68,24.17,88.10,47.71,196.20,56.89,69.79,115.34,32.23,58.13,69.83,63.33,27.35
2016-08-10,97.75,106.40,3.89,157.87,124.96,29.94,81.67,86.91,24.13,337.33,55.18,202.89,70.97,138.66,28.89,15.18,26.63,24.10,87.93,47.85,196.57,57.12,69.87,115.09,31.90,58.73,69.62,63.85,27.68
2016-08-11,97.40,106.08,3.85,155.78,124.05,29.87,81.75,86.94,24.13,337.26,54.42,199.38,70.80,136.65,28.20,15.01,26.87,23.59,86.58,47.52,195.35,56.27,68.38,115.08,31.59,58.30,69.36,62.92,27.47
2016-08-12,98.92,106.64,3.86,155.34,124.46,29.64,81.96,88.31,24.26,338.44,54.44,200.02,70.70,136.98,28.62,15.03,26.96,23.66,87.20,47.80,194.79,56.65,67.97,115.25,31.59,58.68,69.47,63.42,26.96
2016-08-15,97.43,105.99,3.91,156.18,125.15,29.67,81.70,87.07,24.32,340.54,54.59,201.97,70.42,136.45,28.88,15.17,26.91,23.62,82.94,47.65,193.88,56.12,68.05,114.72,31.64,58.32,69.15,62.92,26.99
2016-08-16,96.63,104.46,3.83,153.66,124.05,29.39,80.50,86.11,24.17,336.64,54.14,200.61,69.96,134.47,28.69,15.14,26.75,22.93,80.26,47.39,192.56,55.25,67.10,113.29,31.30,57.55,68.34,62.05,26.65
2016-08-17,96.36,104.86,3.82,153.20,124.51,29.09,80.32,87.06,24.07,336.57,54.36,198.81,69.97,135.69,28.97,14.96,26.82,23.27,81.12,47.14,192.87,55.80,67.79,113.41,31.20,58.44,68.33,62.31,26.80
2016-08-18,96.95,104.67,3.82,152.28,124.07,28.93,80.08,86.58,23.98,333.79,53.85,198.43,69.29,135.71,29.14,15.10,27.16,23.24,80.50,46.99,191.89,55.97,67.81,113.66,31.19,58.48,68.35,62.23,26.58
2016-08-19,96.14,103.99,3.78,151.36,123.18,28.53,79.29,86.41,23.98,335.94,53.64,195.80,68.46,134.94,28.87,15.18,27.33,22.99,80.72,46.90,189.59,55.13,67.36,112.17,30.94,57.88,67.16,61.72,26.38
2016-08-22,96.68,104.92,3.81,151.18,123.63,29.01,79.58,86.91,24.12,338.16,53.60,195.31,68.93,135.05,28.83,15.33,27.53,23.17,80.55,47.14,191.92,55.68,67.93,112.44,31.08,57.89,67.51,62.02,26.41
2016-08-23,96.49,105.47,3.82,150.34,123.18,29.47,79.58,85.23,24.23,339.24,53.37,195.31,68.79,134.66,29.09,15.28,27.65,23.03,80.55,47.34,191.69,55.54,67.64,111.92,30.85,58.32,67.55,62.24,26.69
2016-08-24,95.90,104.87,3.80,149.91,122.31,29.42,80.48,84.58,24.08,336.13,53.17,194.58,68.27,134.99,28.86,15.24,27.57,23.02,79.52,46.78,189.51,55.04,67.71,112.25,30.70,57.69,67.49,61.74,26.35
2016-08-25,96.10,104.58,3.88,150.52,122.43,29.37,80.24,84.48,24.04,335.40,53.83,196.62,68.63,136.41,28.95,15.13,27.85,23.14,80.57,46.89,191.04,55.03,68.05,113.07,30.98,57.97,67.55,62.31,26.69
2016-08-26,95.25,103.64,3.83,149.12,121.28,29.63,79.20,85.07,23.94,336.08,52.96,193.57,67.69,136.02,28.33,14.98,27.75,22.92,80.05,46.23,189.57,54.25,67.54,112.80,30.77,56.87,66.74,61.33,26.31
2016-08-29,96.54,104.20,3.90,150.83,122.41,29.75,79.60,86.12,24.22,339.42,53.33,196.52,68.28,137.35,28.62,15.03,27.90,23.27,80.60,46.76,191.04,54.79,68.16,113.18,31.04,58.01,67.87,62.28,26.77
2016-08-30,97.02,103.63,3.88,149.86,122.40,30.00,79.99,84.70,24.24,339.17,53.06,196.82,68.13,136.11,28.83,15.09,27.86,23.25,80.14,46.74,189.37,54.18,68.03,112.92,30.93,57.76,67.97,62.31,26.94
2016-08-31,96.85,103.78,3.90,150.37,122.12,29.89,80.48,84.76,24.22,339.71,53.22,198.00,68.25,135.94,28.76,14.87,27.87,23.31,80.24,46.71,189.52,54.42,68.34,113.10,31.05,57.29,68.26,62.11,26.95
2016-09-01,96.76,104.18,3.92,151.06,122.93,29.89,80.46,85.06,24.13,337.96,52.84,197.79,68.64,135.14,28.38,14.66,27.97,23.27,81.10,46.63,191.35,54.42,67.99,113.13,30.97,57.02,68.02,61.85,26.96
2016-09-02,98.40,105.35,3.96,150.76,124.01,30.17,81.57,85.62,24.37,342.30,52.99,196.94,69.36,136.35,28.58,14.52,28.14,23.39,81.81,47.48,191.93,54.86,68.80,114.80,31.10,57.87,68.54,62.07,26.95
2016-09-06,98.89,107.23,4.04,153.65,124.40,29.77,83.25,87.16,24.38,348.29,53.32,200.52,69.54,136.93,29.35,14.24,28.72,23.79,81.94,47.61,189.88,55.62,69.16,116.54,31.40,58.40,68.53,63.06,27.22
2016-09-07,100.75,106.94,4.05,154.50,124.77,29.89,83.94,87.07,24.38,348.51,53.92,200.46,70.04,137.50,29.50,14.23,28.75,23.72,81.53,47.99,191.20,56.29,69.53,117.38,31.53,58.48,69.13,63.28,27.16
2016-09-08,99.93,106.41,3.94,151.17,123.59,29.33,82.93,85.93,24.11,343.74,52.84,197.76,69.37,137.19,28.96,14.02,28.12,23.52,81.09,47.53,188.72,55.82,68.52,116.26,30.58,57.53,68.17,62.62,27.16
2016-09-09,93.52,100.86,3.79,145.80,117.84,27.87,79.24,82.34,23.06,334.30,51.52,191.78,67.72,132.07,27.89,13.52,26.74,22.46,78.97,45.29,184.98,53.20,65.66,109.31,29.60,54.29,65.71,59.68,25.89
2016-09-12,95.73,101.85,3.85,148.26,120.64,28.53,79.76,82.20,23.35,337.26,52.35,196.18,66.54,135.13,27.86,13.51,27.01,22.87,80.31,46.16,186.88,54.26,66.63,110.48,30.08,55.06,67.07,60.51,26.46
2016-09-13,91.87,98.96,3.74,145.13,117.53,28.03,78.02,80.31,22.76,328.89,51.46,190.94,65.19,132.02,27.02,13.37,26.45,22.22,78.51,44.99,183.25,52.60,64.72,107.99,29.35,53.64,64.92,59.15,25.63
2016-09-14,92.53,99.20,3.77,147.15,117.46,27.66,78.36,79.46,22.84,327.40,52.18,192.70,66.01,132.14,27.02,13.50,26.17,22.20,79.37,45.30,183.55,52.98,64.57,107.73,29.75,53.87,64.68,59.51,25.48
2016-09-15,92.96,99.84,3.79,148.88,117.44,28.28,78.42,80.00,22.92,333.38,52.80,193.52,66.55,132.48,27.08,13.43,26.48,22.26,79.17,45.46,183.29,53.26,64.95,107.90,29.92,54.14,65.07,59.57,25.75
2016-09-16,93.47,98.86,3.78,148.93,117.39,28.25,77.49,79.94,22.99,330.09,52.85,193.53,66.07,132.60,27.18,13.35,26.31,22.21,79.07,45.64,183.43,53.37,64.90,107.34,29.77,54.21,65.17,59.23,25.55
2016-09-19,95.01,99.95,3.82,150.71,117.86,28.70,78.71,80.90,23.06,337.94,53.43,196.19,66.38,133.49,27.38,13.37,26.80,22.42,80.48,46.49,184.38,53.99,65.43,109.33,30.25,54.68,66.01,59.28,25.74
2016-09-20,95.06,99.45,3.86,151.35,117.93,28.59,78.52,81.20,23.17,327.14,53.50,197.07,66.17,132.67,27.53,13.37,26.88,22.48,80.64,46.35,185.03,54.30,65.25,108.20,30.40,55.16,66.19,59.22,25.59
2016-09-21,97.09,100.78,3.92,153.64,119.52,28.74,80.12,82.43,23.43,328.89,54.15,200.73,66.46,133.94,27.90,13.33,27.12,22.75,80.96,47.26,185.62,55.27,65.98,109.52,30.77,55.82,67.12,60.16,25.92
2016-09-22,99.43,102.77,4.02,156.47,121.17,29.31,81.31,84.68,23.60,332.09,55.76,201.56,67.98,136.42,28.46,13.61,27.49,23.21,81.85,48.23,189.26,56.20,67.33,111.66,31.37,56.92,68.48,61.58,27.41
2016-09-23,99.75,103.42,4.06,157.04,121.73,29.14,81.61,84.56,23.70,331.53,55.83,201.33,68.49,136.71,28.73,13.56,27.65,23.23,82.11,48.33,189.54,56.34,67.30,110.86,31.53,57.54,68.56,61.83,27.49
2016-09-26,100.12,103.15,4.11,157.65,121.21,28.27,81.98,84.29,23.88,333.95,55.87,201.28,69.65,137.23,28.96,13.36,27.81,23.37,83.13,48.19,191.10,56.86,67.45,110.38,31.68,58.05,68.70,62.15,27.03
2016-09-27,99.00,103.05,4.08,156.17,120.37,28.29,81.44,83.60,23.62,333.82,55.95,198.97,69.22,136.27,28.35,13.13,27.88,23.08,81.91,47.79,190.24,56.44,66.70,110.86,31.45,57.33,67.88,61.12,27.11
2016-09-28,99.94,103.60,4.09,157.19,121.16,28.39,80.92,85.69,23.89,333.93,56.76,199.67,69.85,136.62,28.77,13.18,28.23,23.25,83.35,48.34,192.70,56.97,67.31,112.10,31.73,58.10,68.18,61.87,27.67
2016-09-29,97.28,104.38,4.03,155.30,119.35,27.64,80.61,84.60,23.70,331.69,55.82,198.11,69.26,133.63,28.19,13.22,27.73,22.73,82.08,47.70,191.99,56.13,66.07,110.57,31.26,57.29,67.08,61.35,27.22
2016-09-30,96.37,104.24,3.97,153.94,119.33,27.98,80.78,83.84,23.54,331.97,55.73,195.53,67.96,132.43,27.76,13.16,27.57,22.45,80.24,47.48,190.41,55.57,65.75,111.13,30.88,56.27,66.87,60.51,27.29
2016-10-03,94.19,103.25,3.86,150.39,116.79,27.86,80.10,81.66,23.10,328.22,54.66,191.32,66.47,127.40,27.51,13.17,26.82,21.99,78.56,46.67,184.79,54.29,64.06,110.75,30.13,55.12,65.72,59.72,27.17
2016-10-04,93.50,101.74,3.80,149.44,115.08,27.62,77.91,79.57,22.69,325.40,54.16,191.08,65.64,126.47,26.94,13.05,25.99,22.23,77.29,45.38,181.47,52.88,63.56,110.67,29.78,54.29,65.04,58.17,26.51
2016-10-05,91.65,98.83,3.65,144.64,112.36,27.56,76.36,78.41,22.12,321.63,53.20,187.30,63.44,124.53,26.56,13.02,25.17,21.76,74.86,44.77,178.25,51.41,62.28,108.05,29.15,53.72,63.52,56.96,26.18
2016-10-06,92.17,99.81,3.63,144.52,112.85,27.83,76.18,78.55,22.04,325.42,53.16,186.55,63.43,124.49,26.29,13.14,24.88,21.67,74.05,44.53,180.25,51.14,62.52,108.55,29.20,53.37,63.76,56.92,26.57
2016-10-07,92.04,99.81,3.63,143.38,112.98,27.27,75.71,79.09,21.97,323.53,52.68,186.38,64.59,124.92,26.26,13.09,24.66,21.82,73.43,44.16,180.95,51.03,62.72,108.18,28.95,53.34,63.64,56.28,26.48
2016-10-10,92.32,100.66,3.66,144.67,112.70,27.47,76.06,79.85,22.04,328.44,52.71,186.42,64.70,125.39,26.37,13.26,24.91,21.98,74.34,44.43,180.55,51.57,63.37,108.82,29.21,53.19,63.81,56.48,26.53
2016-10-11,90.30,100.21,3.65,144.46,111.58,27.02,76.31,79.00,21.83,325.10,52.42,184.62,64.12,124.06,26.15,13.06,24.75,21.91,73.37,44.09,178.96,50.49,62.62,107.48,29.14,52.83,62.94,55.63,26.28
2016-10-12,91.48,102.60,3.69,145.13,112.23,27.03,78.41,80.56,22.00,331.64,52.98,185.82,64.84,125.95,26.39,13.12,25.42,22.05,74.99,44.50,181.56,51.21,62.77,109.48,29.27,52.98,63.01,55.94,26.77
2016-10-13,92.06,103.66,3.73,145.52,112.74,26.60,78.73,81.65,22.14,333.49,52.98,183.13,65.11,127.97,26.67,13.11,25.87,22.18,76.62,45.41,182.81,52.07,63.33,110.17,29.58,53.16,63.20,56.56,26.65
2016-10-14,92.03,104.26,3.70,146.23,111.11,26.52,78.91,81.76,22.10,333.32,53.20,183.26,64.99,126.69,26.50,13.05,25.26,21.98,76.71,45.11,182.78,51.51,63.17,110.86,29.24,53.15,62.94,56.19,26.81
2016-10-17,92.29,104.25,3.72,146.37,110.77,26.40,78.88,81.96,22.24,332.80,53.14,181.99,65.29,126.73,26.56,13.09,25.06,21.85,78.05,45.40,183.56,52.02,62.93,109.81,29.27,53.28,63.01,56.11,27.00
2016-10-18,93.08,105.00,3.71,146.09,111.36,26.65,78.73,83.36,22.29,337.21,52.92,182.36,65.21,126.56,26.83,13.27,25.08,21.91,79.22,46.18,184.17,52.03,62.99,110.33,29.22,53.90,63.50,56.92,27.08
2016-10-19,93.28,106.07,3.74,146.41,111.44,27.70,78.64,83.30,22.42,339.58,53.06,183.13,65.29,127.13,26.95,13.28,25.16,21.95,78.71,46.39,183.62,51.93,62.83,111.02,29.28,54.14,63.48,57.13,27.26
2016-10-20,94.20,105.62,3.74,145.53,110.41,27.58,78.49,82.88,22.42,339.09,52.87,182.19,65.28,126.44,26.81,13.11,25.01,21.94,79.31,46.74,182.71,51.85,62.82,110.50,29.18,54.72,63.05,57.36,26.91
2016-10-21,94.58,106.43,3.75,145.38,110.22,27.83,81.39,82.60,22.26,340.87,52.87,181.46,64.04,126.77,26.22,13.07,24.95,21.91,79.52,46.47,180.09,51.40,62.59,112.46,29.18,54.46,62.80,57.05,26.73
2016-10-24,94.56,107.39,3.72,145.62,110.48,28.30,81.58,82.85,22.35,342.89,52.60,180.30,64.27,127.42,26.39,13.13,25.14,21.82,79.82,46.83,180.48,51.73,62.91,114.13,29.08,54.86,62.64,57.35,26.59
2016-10-25,95.11,107.39,3.71,144.45,109.74,27.91,80.55,83.65,22.39,343.92,52.30,179.66,64.43,127.20,26.03,13.01,25.16,21.65,79.99,46.68,181.20,51.73,62.49,114.07,29.03,54.81,62.27,57.43,26.61
2016-10-26,94.06,106.40,3.73,146.41,107.60,27.81,79.34,83.35,21.95,339.02,52.98,182.17,65.23,125.85,25.65,12.68,24.98,21.33,79.78,46.18,181.99,50.91,61.74,114.20,29.63,54.19,61.55,56.40,26.11
2016-10-27,93.14,106.15,3.64,143.44,104.88,26.59,77.84,79.44,21.88,323.96,51.85,180.74,60.41,123.16,24.92,12.58,24.06,20.68,77.55,45.23,172.58,49.08,60.02,113.61,29.05,52.90,60.63,55.35,26.28
2016-10-28,92.95,106.82,3.70,144.96,104.14,25.96,78.22,79.95,21.87,327.10,52.14,183.73,61.70,123.64,24.97,12.68,24.11,20.59,77.87,45.29,177.28,48.77,60.28,112.66,29.30,53.22,60.27,55.40,25.88
2016-10-31,95.52,107.79,3.81,148.18,105.49,25.76,78.02,80.65,22.52,329.23,53.50,187.97,62.61,124.95,25.05,13.08,24.78,20.82,79.94,46.26,182.37,49.36,61.15,112.24,30.27,53.98,61.30,55.46,25.83
2016-11-01,95.11,105.92,3.77,146.52,102.57,25.87,77.12,77.50,21.86,320.41,52.69,187.27,60.99,122.07,24.47,12.89,24.36,20.23,79.49,45.03,175.54,48.11,59.68,109.87,30.07,51.90,59.87,54.55,25.33
2016-11-02,92.63,103.86,3.80,146.79,100.11,25.67,75.37,76.15,21.46,318.99,52.74,189.15,61.21,120.90,23.47,12.88,23.59,19.75,79.79,44.21,175.15,47.25,58.39,106.44,29.82,50.38,58.02,54.39,24.85
2016-11-03,90.82,104.19,3.78,147.69,99.88,26.06,75.17,76.57,21.27,312.12,53.11,191.71,60.27,118.13,23.02,12.53,23.58,19.56,80.74,43.70,173.87,47.12,58.96,106.95,29.79,49.27,57.72,53.40,24.71
2016-11-04,91.26,103.92,3.83,148.55,101.64,26.42,75.29,78.41,21.27,313.78,53.36,193.28,61.33,118.93,23.71,12.81,23.83,19.62,81.15,43.75,175.30,47.81,58.82,105.02,29.92,50.53,58.71,53.41,24.72
2016-11-07,93.94,105.96,3.82,147.78,103.33,27.18,76.35,80.55,21.61,322.65,53.38,193.19,63.41,121.96,24.30,13.28,24.45,19.95,80.97,45.07,180.67,48.70,59.42,106.60,30.00,51.25,59.45,54.31,25.27
2016-11-08,94.87,106.64,3.88,149.69,103.39,27.03,77.00,81.90,21.96,328.28,54.21,195.56,64.51,122.30,24.15,13.49,24.75,20.34,82.08,45.27,184.64,49.11,59.64,107.95,30.39,50.26,59.45,53.27,25.35
2016-11-09,96.63,100.46,3.76,146.55,103.14,27.26,73.51,78.75,21.27,320.61,53.09,190.34,65.04,119.62,23.44,13.61,24.08,19.94,80.80,43.08,185.56,46.34,58.26,102.61,29.84,48.22,60.16,51.45,25.62
2016-11-10,93.86,97.24,3.65,144.15,107.09,27.69,71.08,76.16,20.37,304.83,51.96,187.38,62.85,117.85,22.71,13.58,23.11,20.08,78.92,41.69,183.24,45.22,57.84,99.08,29.11,46.10,61.53,50.03,25.17
2016-11-11,92.55,97.24,3.63,145.13,107.26,27.64,70.53,75.91,20.14,299.53,52.03,189.06,63.13,118.17,22.84,13.93,23.17,20.01,79.06,41.13,182.76,45.32,58.24,98.11,29.46,46.81,63.30,50.44,24.76
2016-11-14,94.13,94.35,3.70,148.20,110.39,28.53,70.30,77.67,20.54,305.92,52.85,193.31,64.06,119.57,23.90,14.69,23.26,20.47,79.90,42.41,184.70,46.34,59.71,96.02,30.28,48.62,65.41,52.25,25.64
2016-11-15,94.45,95.19,3.55,142.94,109.03,28.63,70.99,78.22,20.73,311.61,51.38,188.59,62.81,118.73,23.91,14.47,23.37,20.40,77.57,42.60,181.00,46.38,57.19,96.17,29.23,48.43,64.13,51.46,26.15
2016-11-16,94.72,96.98,3.55,144.29,107.49,27.81,72.96,76.95,20.82,311.28,51.92,189.00,61.51,118.87,23.84,14.35,23.68,20.44,78.37,42.69,177.67,46.78,57.13,98.33,29.28,48.26,63.36,51.67,26.01
2016-11-17,95.08,97.08,3.52,142.04,106.52,28.33,72.98,75.57,20.61,306.79,51.11,186.74,60.35,118.18,23.38,14.10,23.50,20.04,77.30,42.58,174.60,45.72,55.88,99.70,28.86,47.46,63.54,50.82,25.93
2016-11-18,95.16,96.66,3.52,140.51,106.09,28.69,72.88,76.78,21.08,308.74,51.10,186.97,60.43,118.56,23.32,13.87,23.17,20.07,76.75,43.43,174.05,45.95,56.40,99.82,28.69,47.72,63.60,51.24,26.86
