Date,ATVI,GOOGL,GOOG,T,CHTR,CMCSA,DISCA,DISCK,DISH,EA,FB,FOXA,FOX,IPG,LYV,NFLX,NWSA,TMUS,TTWO,DIS,TWTR,VZ,VIAC
2018-08-17,68.15,1215.85,1200.96,28.16,299.64,33.78,26.95,24.92,35.13,127.84,173.80,,,19.98,48.15,316.78,13.37,65.90,124.30,110.27,32.73,49.28,
2018-08-20,67.93,1221.95,1207.77,28.23,295.00,33.62,27.92,25.82,35.04,127.54,172.50,,,20.05,48.21,327.73,13.05,65.84,124.88,109.79,32.60,49.16,
2018-08-21,68.65,1217.41,1201.62,28.48,305.08,33.91,29.55,27.31,35.56,126.59,172.62,,,20.34,49.20,338.02,13.05,66.51,126.42,110.18,33.69,49.39,
2018-08-22,70.40,1221.75,1207.33,27.86,300.28,33.67,29.07,26.82,35.13,127.45,173.64,,,20.38,49.56,344.44,13.13,65.81,129.23,109.74,33.81,48.70,
2018-08-23,70.14,1221.16,1205.38,27.70,293.39,33.51,28.79,26.58,35.04,125.94,172.90,,,20.25,49.20,339.17,12.90,65.21,130.68,109.80,33.88,48.82,
2018-08-24,73.02,1236.75,1220.65,27.83,300.67,34.63,28.54,26.32,35.45,128.80,174.65,,,20.44,49.48,358.82,12.89,65.41,134.01,109.73,34.28,49.27,
2018-08-27,73.02,1256.27,1241.82,27.99,304.34,34.57,28.77,26.52,35.75,128.80,177.46,,,20.60,49.58,364.58,12.74,65.80,133.37,110.12,35.89,49.34,
2018-08-28,72.93,1245.86,1231.15,27.85,305.03,34.49,28.29,26.05,36.33,127.62,176.26,,,20.82,49.69,368.49,12.70,65.59,133.66,110.36,35.49,49.16,
2018-08-29,73.83,1264.65,1249.30,27.48,309.15,34.87,28.34,26.12,36.13,128.35,175.90,,,20.94,49.65,368.04,12.83,65.98,136.09,110.24,35.35,49.08,
2018-08-30,73.03,1254.44,1239.12,27.25,309.06,34.81,28.18,26.13,35.45,115.79,177.64,,,20.89,49.39,370.98,12.71,66.01,134.64,109.72,35.64,49.25,
2018-08-31,71.06,1231.80,1218.19,27.23,310.40,35.10,27.83,25.64,35.35,113.26,175.73,,,21.05,49.68,367.68,12.57,66.04,133.56,109.82,35.18,48.91,
2018-09-04,71.93,1211.31,1197.00,27.16,312.99,34.52,27.47,25.32,35.05,113.37,171.16,,,20.67,50.31,363.60,12.42,65.77,134.53,108.67,34.84,47.84,
2018-09-05,70.61,1199.10,1186.48,27.30,306.81,34.43,27.46,25.44,34.55,111.40,167.18,,,20.40,49.41,341.18,12.39,65.71,128.90,107.71,32.73,48.41,
2018-09-06,70.92,1183.99,1171.44,27.44,305.19,34.08,27.62,25.43,34.52,113.05,162.53,,,20.37,49.47,346.46,12.21,65.52,130.35,108.09,30.81,48.83,
2018-09-07,72.51,1177.59,1164.83,27.38,305.19,34.32,27.95,25.75,35.29,114.76,163.04,,,20.51,49.92,348.68,12.17,64.39,130.54,108.79,30.49,48.57,
2018-09-10,73.19,1175.06,1164.64,27.61,310.27,34.50,28.30,26.21,34.87,113.06,164.18,,,20.57,50.29,348.41,12.14,65.56,129.16,108.50,30.54,48.68,
2018-09-11,78.35,1189.99,1177.36,27.85,312.84,34.44,28.51,26.46,34.94,112.14,165.94,,,20.29,51.46,355.93,12.15,65.91,133.92,107.44,30.89,49.22,
2018-09-12,79.36,1171.60,1162.82,28.49,312.50,34.25,30.70,28.36,35.30,112.85,162.00,,,20.55,52.83,369.95,11.98,67.92,133.48,107.31,29.75,49.44,
2018-09-13,79.27,1182.14,1175.33,28.71,319.21,35.15,31.84,29.22,36.51,113.69,161.36,,,20.45,54.58,368.15,12.12,68.48,136.26,108.49,30.39,49.42,
2018-09-14,80.10,1177.98,1172.53,28.65,318.13,35.07,32.18,29.55,36.38,114.12,162.32,,,20.47,54.71,364.56,12.06,68.25,134.11,107.11,30.12,49.07,
2018-09-17,77.74,1159.83,1156.05,28.66,319.47,35.07,32.02,29.30,36.56,112.54,160.58,,,20.32,53.47,350.35,11.89,67.42,131.48,107.21,28.86,49.20,
2018-09-18,78.48,1167.11,1161.22,28.75,328.79,35.81,31.58,28.96,37.08,112.50,160.30,,,20.15,53.67,367.65,12.04,68.49,132.72,107.37,29.22,48.92,
2018-09-19,78.43,1174.27,1171.09,28.45,329.79,35.41,32.05,29.43,36.77,112.77,163.06,,,20.16,52.73,366.96,12.14,68.35,130.57,107.63,29.52,48.12,
2018-09-20,79.48,1191.57,1186.87,28.51,329.99,35.88,32.26,29.62,36.62,113.32,166.02,,,20.43,52.39,365.36,12.23,69.13,130.95,109.42,29.85,48.53,
2018-09-21,79.13,1172.12,1166.09,28.80,332.59,35.96,31.80,29.07,36.51,114.87,162.93,,,20.89,53.41,361.19,12.42,69.07,132.07,108.23,28.50,48.95,
2018-09-24,79.44,1179.56,1173.37,28.91,327.04,33.81,31.91,29.12,35.42,115.09,165.41,,,20.74,53.52,369.61,12.36,68.92,134.88,110.55,28.60,48.16,
2018-09-25,79.37,1193.89,1184.65,28.78,323.37,33.59,31.55,28.93,35.57,116.10,164.91,,,20.83,53.67,369.43,12.51,69.45,135.55,111.39,29.11,47.72,
2018-09-26,80.39,1194.06,1180.49,28.43,321.67,33.56,31.51,29.01,35.59,117.93,166.95,,,20.91,53.49,377.88,12.46,68.79,134.53,112.94,29.01,47.80,
2018-09-27,81.67,1207.36,1194.64,28.49,325.07,33.42,31.91,29.42,35.48,119.22,168.84,,,20.54,53.90,380.71,12.49,70.49,137.07,113.76,29.42,48.20,
2018-09-28,81.99,1207.08,1193.47,28.63,325.88,33.60,32.00,29.58,35.76,120.33,164.46,,,20.62,54.47,374.13,12.79,70.18,137.99,114.64,28.46,48.02,
2018-10-01,82.08,1208.53,1195.31,28.55,321.59,33.70,32.42,29.87,35.42,117.39,162.44,,,20.64,54.10,381.43,12.70,70.25,137.41,113.95,28.31,48.43,
2018-10-02,82.18,1207.64,1200.11,28.92,326.89,34.06,32.86,30.37,36.21,116.89,159.33,,,20.80,54.58,377.14,12.67,69.72,134.38,115.34,28.19,48.95,
2018-10-03,81.82,1211.53,1202.95,28.92,325.29,33.57,33.32,30.62,36.15,116.24,162.43,,,21.04,54.83,377.05,12.97,68.98,136.11,114.61,29.01,48.83,
2018-10-04,79.20,1177.07,1168.19,29.09,324.68,33.59,33.15,30.59,36.23,113.86,158.85,,,20.91,52.68,363.65,12.92,68.95,131.88,113.84,28.23,49.49,
2018-10-05,78.44,1167.83,1157.35,28.98,316.04,32.97,32.93,30.24,34.30,113.58,157.33,,,21.05,52.29,351.35,12.88,68.59,130.60,112.52,28.39,49.42,
2018-10-08,76.51,1155.92,1148.97,29.08,320.24,33.56,33.01,30.23,34.49,110.47,157.25,,,21.09,51.80,349.10,12.91,68.82,126.82,113.74,28.45,49.49,
2018-10-09,76.52,1145.17,1138.82,28.99,322.64,33.81,32.36,29.78,34.17,109.34,157.90,,,20.83,50.62,355.71,13.07,68.46,127.95,114.59,29.27,50.01,
2018-10-10,72.52,1092.16,1081.22,28.42,310.13,32.70,32.06,29.34,33.05,105.01,151.38,,,19.78,49.58,325.89,12.38,66.63,122.25,110.64,26.79,49.41,
2018-10-11,72.78,1090.74,1079.32,27.47,301.92,32.12,31.02,28.45,31.87,103.46,153.35,,,19.47,49.50,321.10,12.31,66.21,122.26,108.96,27.00,48.50,
2018-10-12,76.79,1120.54,1110.08,27.90,308.74,33.03,31.76,29.05,32.92,105.96,153.74,,,19.32,51.42,339.56,12.43,68.38,129.05,110.39,27.99,48.86,
2018-10-15,74.58,1102.44,1092.25,28.00,313.89,33.48,32.30,29.42,33.68,105.74,153.52,,,19.52,51.94,333.13,12.59,67.62,127.78,111.21,28.61,48.75,
2018-10-16,77.59,1133.08,1121.28,28.03,321.04,34.34,33.06,30.08,34.15,107.28,158.78,,,19.87,53.85,346.40,12.74,68.94,132.02,113.90,29.87,48.84,
2018-10-17,77.17,1127.59,1115.69,28.18,319.83,34.73,33.05,30.10,34.44,108.65,159.42,,,20.01,53.48,364.70,12.80,69.08,132.06,114.83,29.55,49.07,
2018-10-18,70.77,1097.91,1087.97,28.12,318.10,34.29,33.13,30.09,34.40,105.66,154.92,,,20.26,52.60,346.71,12.74,68.77,126.87,113.89,29.29,49.70,
2018-10-19,68.74,1105.18,1096.46,28.44,321.34,34.32,33.40,30.21,34.91,101.97,154.05,,,22.22,51.68,332.67,12.73,69.75,122.45,116.56,28.83,49.93,
2018-10-22,68.77,1111.37,1101.16,28.27,319.61,34.11,33.38,30.11,34.66,101.23,154.78,,,22.03,52.61,329.54,12.79,69.51,120.51,115.94,29.18,50.00,
2018-10-23,67.98,1114.91,1103.69,28.57,317.89,34.01,32.78,29.73,31.77,98.96,154.39,,,21.78,51.37,333.16,12.69,69.28,118.78,115.53,28.77,52.03,
2018-10-24,66.28,1057.12,1050.71,26.27,306.05,32.55,29.82,27.08,30.07,96.12,146.04,,,21.32,49.28,301.83,12.46,65.71,110.97,109.41,27.54,52.22,
2018-10-25,69.30,1103.59,1095.57,25.94,314.81,34.19,30.94,28.19,30.25,98.51,150.95,,,21.03,50.70,312.87,12.47,66.32,120.70,111.91,31.80,51.32,
2018-10-26,67.85,1083.75,1071.47,25.17,295.01,33.62,30.13,27.42,28.26,96.09,145.37,,,20.62,50.06,299.83,12.28,65.11,120.06,110.96,32.36,50.48,
2018-10-29,64.28,1034.73,1020.08,25.65,300.85,34.33,30.36,27.59,28.03,91.07,142.09,,,20.70,49.09,284.84,12.09,64.91,111.72,110.82,32.39,51.37,
2018-10-30,66.50,1049.51,1036.21,26.36,316.22,35.97,31.25,28.37,29.45,94.70,146.22,,,21.09,50.23,285.81,12.43,63.92,124.01,112.50,33.86,52.91,
2018-10-31,68.05,1090.58,1076.77,26.55,320.37,36.39,32.39,29.31,30.74,90.86,151.79,,,20.88,52.30,301.78,12.79,68.55,128.87,112.57,34.75,51.92,
2018-11-01,68.32,1085.98,1070.00,26.38,324.58,36.20,33.05,29.78,31.68,94.07,151.75,,,20.92,53.19,317.38,12.73,68.88,128.91,113.82,34.62,50.97,
2018-11-02,67.99,1071.49,1057.79,26.41,317.87,35.93,32.31,29.14,30.93,92.34,150.35,,,20.55,54.85,309.10,12.77,68.51,128.37,112.91,34.30,51.50,
2018-11-05,63.41,1055.73,1040.09,26.50,323.35,36.27,33.20,29.98,30.97,92.57,148.68,,,20.85,55.13,315.44,12.76,68.89,126.70,113.18,34.02,52.03,
2018-11-06,63.32,1069.57,1055.81,26.79,320.67,35.99,33.29,30.01,31.49,92.11,149.94,,,21.13,55.40,310.84,12.86,68.77,123.68,114.41,34.42,52.03,
2018-11-07,64.15,1108.24,1093.39,26.91,328.36,36.54,33.08,29.85,32.12,93.68,151.53,,,21.41,56.64,327.50,13.02,70.34,125.81,114.75,34.99,52.43,
2018-11-08,61.88,1094.63,1082.40,26.86,324.65,36.54,33.80,30.41,32.16,93.75,147.87,,,21.56,57.43,317.92,13.71,69.75,119.14,113.72,34.18,52.99,
2018-11-09,54.22,1077.02,1066.15,26.55,321.11,36.58,32.98,29.71,31.73,88.77,144.96,,,21.49,56.40,303.47,13.80,68.68,113.05,115.68,34.08,53.17,
2018-11-12,53.11,1049.36,1038.63,26.63,323.35,36.25,32.41,29.21,31.65,87.54,141.55,,,21.61,55.44,294.07,13.27,67.89,109.03,114.40,32.01,53.40,
2018-11-13,51.79,1047.97,1036.05,26.24,324.56,35.98,32.11,28.89,31.95,87.27,142.16,,,21.58,55.86,294.40,13.24,68.41,107.00,114.55,32.49,53.35,
2018-11-14,50.85,1054.58,1043.66,26.40,320.80,36.53,31.92,28.95,32.10,85.65,144.22,,,21.77,53.57,286.73,13.39,68.12,106.57,114.82,32.91,53.60,
2018-11-15,52.79,1071.05,1064.71,26.06,318.48,36.72,31.76,28.72,33.12,88.13,143.85,,,21.55,54.50,290.06,13.15,68.08,113.06,114.81,33.15,53.73,
2018-11-16,50.20,1068.27,1061.49,26.21,328.54,36.81,31.44,28.56,32.85,85.86,139.53,,,21.66,54.37,286.21,13.15,69.14,113.93,113.90,33.67,54.76,
2018-11-19,48.43,1027.42,1020.00,26.26,323.60,36.42,30.47,27.84,31.50,82.93,131.55,,,21.16,53.03,270.60,12.89,68.00,106.00,113.15,31.98,55.13,
2018-11-20,48.55,1030.45,1025.76,25.46,305.01,35.07,29.51,26.82,30.03,82.91,132.43,,,20.80,51.38,266.98,12.21,66.57,104.72,109.67,31.06,54.08,
2018-11-21,50.12,1043.43,1037.61,25.76,305.54,35.78,30.36,27.65,31.27,83.91,134.82,,,20.80,52.69,262.13,12.20,66.78,106.84,110.81,31.61,53.80,
2018-11-23,49.33,1030.10,1023.88,25.40,309.43,35.67,30.43,27.53,30.67,82.56,131.73,,,20.46,53.36,258.82,12.22,67.07,105.50,109.87,31.12,53.33,
2018-11-26,50.17,1055.94,1048.62,25.91,313.23,36.03,30.14,27.35,32.11,84.82,136.38,,,20.96,54.63,261.43,12.63,67.49,110.44,110.34,32.82,53.81,
2018-11-27,50.02,1052.28,1044.41,26.34,317.64,36.59,30.13,27.15,32.36,84.93,135.00,,,21.37,53.02,266.63,12.48,67.49,109.56,111.66,32.61,55.16,
2018-11-28,50.28,1091.79,1086.23,26.60,328.68,37.26,31.31,28.20,33.56,85.79,136.76,,,21.97,55.13,282.65,12.73,68.92,110.63,113.82,32.73,54.62,
2018-11-29,51.80,1094.58,1088.30,26.45,330.33,37.61,31.63,28.66,32.96,86.28,138.68,,,21.95,55.91,288.75,12.80,68.68,111.91,114.32,31.30,54.07,
2018-11-30,49.16,1109.65,1094.43,27.03,329.20,37.22,30.72,27.93,32.76,83.96,140.61,,,21.37,55.68,286.13,12.58,68.45,109.67,113.22,31.45,54.84,
2018-12-03,45.93,1116.36,1106.43,27.44,326.70,37.35,28.20,25.87,33.39,83.89,141.09,,,21.59,55.44,290.30,12.89,67.80,103.46,113.46,33.66,52.89,
2018-12-04,45.85,1062.47,1050.82,26.59,321.84,35.96,27.98,25.77,31.93,81.07,137.93,,,21.09,54.37,275.33,12.49,66.57,101.69,110.65,32.56,52.83,
2018-12-06,47.45,1078.08,1068.73,26.42,326.78,36.14,29.15,26.99,32.00,83.77,139.63,,,20.87,56.50,282.88,12.09,67.30,106.20,112.08,32.96,52.82,
2018-12-07,46.55,1046.58,1036.58,26.08,315.70,35.69,28.93,26.90,31.93,82.41,137.42,,,20.59,55.11,265.14,11.98,65.69,102.67,110.63,32.83,52.46,
2018-12-10,47.19,1053.18,1039.55,25.88,315.64,35.63,28.37,26.40,31.98,83.62,141.85,,,20.82,54.34,269.70,12.15,65.73,105.24,110.51,33.43,52.99,
2018-12-11,47.50,1061.65,1051.75,25.70,312.54,35.14,27.94,25.91,31.62,83.33,142.08,,,20.86,54.16,265.32,12.08,65.53,105.42,110.62,34.45,53.52,
2018-12-12,47.75,1073.73,1063.68,26.10,316.78,35.28,28.38,26.05,32.20,82.88,144.50,,,21.75,54.69,274.88,12.34,66.10,104.19,110.86,36.25,52.07,
2018-12-13,47.81,1073.54,1061.90,25.88,311.48,35.07,27.97,25.99,30.80,80.75,145.01,,,21.11,54.62,276.02,12.21,66.36,105.90,112.02,35.89,51.92,
2018-12-14,47.06,1051.71,1042.10,26.15,309.42,34.67,27.97,26.02,30.65,80.05,144.06,,,20.19,53.90,266.84,11.87,65.65,103.46,110.85,35.87,51.91,
2018-12-17,46.40,1025.65,1016.53,25.84,309.28,34.54,27.52,25.63,29.94,79.12,140.19,,,19.79,52.36,262.80,11.70,64.81,102.19,109.28,33.43,50.88,
2018-12-18,46.64,1043.41,1028.71,25.74,305.93,34.01,26.90,25.11,29.05,79.89,143.66,,,19.88,52.62,270.94,11.60,64.78,103.43,108.13,33.74,50.61,
2018-12-19,45.66,1035.46,1023.01,25.80,297.60,33.57,26.88,25.15,27.96,78.26,133.24,,,19.39,51.14,266.77,11.48,64.87,103.05,107.90,32.93,50.80,
2018-12-20,46.37,1023.58,1009.41,24.79,290.45,33.03,25.86,24.25,26.48,77.34,133.40,,,18.92,50.06,260.58,10.99,64.26,102.10,105.71,29.29,50.08,
2018-12-21,45.19,991.25,979.54,24.50,283.93,32.20,25.05,23.49,25.02,76.47,124.95,,,18.32,48.76,246.39,10.70,61.93,101.37,102.96,27.31,49.95,
2018-12-24,43.35,984.67,976.22,23.67,273.52,31.55,24.47,22.82,23.98,74.62,124.06,,,17.96,46.20,233.88,10.54,60.80,98.76,99.14,26.45,48.25,
2018-12-26,45.75,1047.85,1039.46,24.30,285.70,32.57,25.55,23.72,24.89,77.79,134.18,,,18.50,48.56,253.67,10.84,63.01,104.63,104.55,28.66,49.51,
2018-12-27,46.36,1052.90,1043.88,24.36,284.73,32.88,24.78,22.90,24.38,79.32,134.52,,,18.56,48.82,255.57,10.87,62.65,106.15,105.23,28.68,50.16,
2018-12-28,46.12,1046.68,1037.08,24.63,285.08,32.77,24.64,22.83,24.96,79.19,133.20,,,18.58,48.24,256.08,10.91,63.24,104.57,106.00,28.43,50.27,
2018-12-31,45.90,1044.96,1035.61,24.69,284.97,32.66,24.74,23.08,24.97,78.80,131.09,,,18.76,49.25,267.66,11.00,63.61,102.94,108.33,28.74,51.13,
2019-01-02,46.35,1054.68,1045.85,25.56,287.99,32.97,25.83,23.83,25.88,80.26,135.68,,,18.40,48.31,267.66,11.04,65.26,104.01,107.65,28.81,50.95,
2019-01-03,44.70,1025.47,1016.06,25.59,287.50,33.23,25.68,23.89,26.42,78.61,131.74,,,18.55,47.69,271.20,10.93,65.02,99.15,105.05,27.99,51.13,
2019-01-04,46.49,1078.07,1070.71,26.25,302.74,34.35,26.14,24.35,28.28,84.31,137.95,,,18.85,50.00,297.57,11.41,67.49,101.70,108.29,29.95,51.26,
2019-01-07,47.80,1075.92,1068.39,26.73,301.47,33.99,26.53,24.70,28.60,87.47,138.05,,,19.31,50.90,315.34,11.61,68.44,104.41,109.23,31.34,51.58,
2019-01-08,49.25,1085.37,1076.28,27.07,300.71,34.27,27.24,25.20,28.68,88.90,142.53,,,19.90,52.11,320.27,11.79,67.77,107.92,110.07,31.80,53.09,
2019-01-09,50.10,1081.65,1074.66,26.48,297.64,34.59,27.28,25.32,28.26,88.79,144.23,,,20.18,52.74,319.96,11.84,67.72,107.46,111.31,32.25,52.43,
2019-01-10,50.61,1078.83,1070.33,26.74,292.67,34.36,26.81,24.94,28.64,90.89,144.20,,,20.23,53.01,324.66,11.81,67.96,110.00,111.44,33.09,52.93,
2019-01-11,45.87,1064.47,1057.19,27.15,294.54,34.18,27.12,25.18,28.15,90.58,143.80,,,20.26,53.47,337.59,11.86,69.00,109.03,111.29,32.87,53.32,
2019-01-14,46.61,1051.51,1044.69,26.93,291.56,34.31,27.00,25.09,27.61,88.46,145.39,,,20.29,53.95,332.94,11.91,67.91,104.98,111.06,32.37,53.33,
2019-01-15,46.16,1086.51,1077.15,26.92,294.00,34.37,27.10,25.13,28.25,89.37,148.95,,,20.25,54.14,354.64,12.00,67.14,106.49,110.41,33.02,53.39,
2019-01-16,46.45,1089.51,1080.97,26.88,293.81,34.44,27.11,25.19,28.55,89.80,147.54,,,20.19,52.52,351.39,12.00,66.69,105.93,109.57,32.47,52.45,
2019-01-17,46.70,1099.12,1089.90,26.95,294.41,34.45,27.30,25.48,29.34,89.19,148.30,,,20.31,53.12,353.19,12.06,66.25,105.37,109.67,32.85,52.22,
2019-01-18,47.95,1107.30,1098.26,27.23,291.40,34.74,27.71,25.92,29.80,92.40,150.04,,,20.23,54.04,339.10,12.14,66.96,108.26,109.70,33.27,52.46,
2019-01-22,46.38,1078.63,1070.52,26.90,284.97,33.55,26.60,24.89,29.51,91.19,147.57,,,19.69,52.87,325.16,11.97,66.83,107.33,109.26,32.25,52.37,
2019-01-23,45.35,1084.41,1075.57,27.17,284.53,35.39,26.56,24.79,29.11,89.01,144.30,,,19.91,52.80,321.99,11.80,67.80,99.81,109.78,30.97,53.08,
2019-01-24,46.59,1084.00,1073.90,26.92,287.58,34.76,27.32,25.46,30.12,91.36,145.83,,,20.22,52.88,326.67,12.06,68.66,101.49,109.22,31.61,52.44,
2019-01-25,47.11,1101.51,1090.99,26.97,291.41,34.32,27.68,25.77,30.08,91.62,149.01,,,20.38,53.39,338.05,12.30,68.48,103.70,109.75,32.90,51.83,
2019-01-28,46.06,1079.86,1070.08,26.98,290.86,33.93,27.79,25.91,30.30,90.35,147.47,,,20.46,52.83,335.66,12.24,67.62,102.39,109.47,33.13,50.61,
2019-01-29,45.07,1070.06,1060.62,27.00,289.78,34.61,27.40,25.58,29.75,87.12,144.19,,,20.69,52.56,328.90,12.33,67.78,100.81,109.56,31.64,48.96,
2019-01-30,45.64,1097.99,1089.06,25.83,289.91,33.99,26.74,25.16,29.70,89.11,150.42,,,20.66,53.23,340.66,12.28,68.32,102.60,108.80,32.26,49.62,
2019-01-31,46.56,1125.89,1116.37,26.44,331.05,35.08,28.38,26.65,30.67,92.12,166.69,,,20.69,53.51,339.50,12.44,69.62,105.55,110.17,33.56,50.60,
2019-02-01,45.35,1118.62,1110.75,26.39,340.95,35.29,28.56,26.68,30.44,91.10,165.71,,,20.61,52.77,339.85,12.35,69.63,104.95,109.96,33.19,50.13,
2019-02-04,46.10,1141.42,1132.80,26.04,337.00,35.27,28.29,26.53,30.19,88.31,169.25,,,20.64,53.17,351.34,12.48,69.41,106.30,110.45,33.94,49.66,
2019-02-05,47.15,1151.87,1145.99,26.06,340.70,35.64,29.04,27.13,31.23,92.40,171.16,,,20.82,53.34,355.81,12.58,66.85,107.29,111.30,34.37,49.75,
2019-02-06,42.38,1122.89,1115.23,26.00,343.51,35.66,29.12,27.30,31.35,80.10,170.49,,,19.65,53.15,352.19,12.52,66.94,92.53,110.06,34.16,49.43,
2019-02-07,43.32,1105.91,1098.71,25.90,344.51,36.15,28.64,26.80,31.07,83.99,166.38,,,19.90,53.49,344.71,12.32,68.28,96.39,109.61,30.80,49.23,
2019-02-08,42.78,1102.38,1095.06,25.99,344.16,36.07,29.19,27.34,31.54,97.47,167.33,,,20.10,54.20,347.57,12.08,68.38,97.14,110.16,30.01,49.58,
2019-02-11,39.53,1102.12,1095.01,26.13,337.82,35.49,28.64,26.85,31.15,97.11,165.79,,,19.83,54.02,345.73,11.85,68.44,93.44,108.12,30.23,49.67,
2019-02-12,41.07,1127.58,1121.37,26.22,340.40,35.72,28.13,26.47,31.26,102.19,165.04,,,19.70,55.07,359.97,12.02,69.60,89.25,107.88,30.39,50.01,
2019-02-13,43.93,1128.63,1120.16,26.25,338.49,35.52,28.32,26.72,28.86,102.11,164.07,,,20.64,55.15,351.77,12.06,69.07,92.14,108.87,31.12,50.06,
2019-02-14,44.77,1129.20,1121.67,26.20,341.60,35.74,28.77,27.19,29.70,105.11,163.95,,,20.94,55.37,359.07,12.12,70.50,93.28,109.32,30.96,49.65,
2019-02-15,43.96,1119.63,1113.65,26.80,349.06,36.23,29.30,27.65,30.90,106.70,162.50,,,21.26,56.34,356.87,12.36,72.05,93.30,111.23,31.23,50.69,
2019-02-19,43.84,1126.51,1118.56,26.94,348.43,36.02,29.06,27.36,30.74,102.82,162.29,,,21.18,55.69,361.92,12.37,72.52,93.27,112.14,31.65,50.95,
2019-02-20,42.16,1120.59,1113.80,27.14,349.76,36.25,29.09,27.42,31.26,98.50,162.56,,,21.51,55.65,359.91,12.49,72.75,88.67,112.31,31.37,51.24,
2019-02-21,41.29,1104.21,1096.97,27.12,349.54,36.90,29.00,27.30,31.31,96.73,160.04,,,21.29,55.87,356.97,12.41,73.41,87.59,112.91,30.76,51.60,
2019-02-22,40.90,1116.56,1110.37,27.40,350.08,37.04,29.21,27.51,32.82,95.79,161.89,,,21.59,56.86,363.02,12.58,73.20,87.07,113.86,31.71,52.31,
2019-02-25,41.35,1117.33,1109.40,27.38,348.90,37.00,29.21,27.57,31.95,95.73,164.62,,,21.50,56.77,363.91,12.62,73.05,87.29,112.22,31.99,52.18,
2019-02-26,41.47,1122.01,1115.13,27.46,346.32,37.22,28.39,26.90,31.92,98.37,164.13,,,21.49,56.35,364.97,12.62,72.53,87.34,112.13,31.01,52.05,
2019-02-27,41.19,1122.89,1116.05,27.32,345.03,36.96,28.64,27.03,31.96,97.71,162.81,,,20.92,56.35,362.87,12.64,72.12,84.63,111.42,30.41,52.12,
2019-02-28,41.53,1126.55,1119.92,27.37,344.91,37.10,28.90,27.25,32.51,95.65,161.45,,,21.16,56.56,358.10,12.62,72.21,87.26,111.48,30.78,52.31,
2019-03-01,42.22,1148.52,1140.99,27.11,346.58,37.51,29.08,27.51,32.23,97.28,162.28,,,21.25,61.04,357.32,12.84,72.34,88.32,112.63,30.62,52.34,
2019-03-04,41.19,1153.42,1147.80,26.37,346.10,37.15,28.78,27.12,33.47,97.16,167.37,,,21.09,60.76,351.04,12.83,71.65,87.44,112.95,30.50,51.68,
2019-03-05,41.27,1169.19,1162.03,26.34,343.75,37.14,28.99,27.30,31.14,95.59,171.26,,,21.07,61.04,354.30,12.78,71.41,87.37,112.62,31.03,51.53,
2019-03-06,41.94,1164.94,1157.86,26.22,340.56,37.04,28.81,27.17,31.94,94.64,172.51,,,20.99,60.93,359.61,12.72,70.78,87.20,113.46,30.80,51.17,
2019-03-07,40.82,1150.85,1143.30,26.32,340.03,36.82,28.42,26.87,32.17,99.23,169.13,,,20.53,60.78,352.60,12.50,71.32,88.41,112.63,30.12,51.74,
2019-03-08,41.42,1149.97,1142.32,26.35,337.54,36.64,28.92,27.29,31.75,98.23,169.60,,,20.44,60.79,349.60,12.41,70.65,87.04,112.44,30.04,51.95,
2019-03-11,42.30,1179.26,1175.76,26.58,341.08,37.58,28.42,26.94,32.24,98.91,172.07,,,20.72,62.24,358.86,12.64,71.47,89.80,113.36,30.87,52.91,
2019-03-12,42.01,1197.25,1193.20,26.94,342.51,37.88,28.37,26.93,32.16,98.46,171.92,36.92,,20.63,63.13,356.27,12.57,71.70,89.85,113.34,31.16,52.77,
2019-03-13,43.07,1199.06,1193.32,26.63,348.13,37.95,26.93,25.62,32.35,100.00,173.37,38.62,38.08,20.42,62.68,361.21,12.44,72.25,96.03,112.71,31.30,52.99,
2019-03-14,42.69,1192.53,1185.55,26.63,352.71,38.25,27.43,26.15,32.57,98.70,170.17,39.50,38.82,20.60,63.56,358.82,12.35,72.34,92.43,113.10,31.03,53.25,
2019-03-15,43.99,1190.30,1184.46,26.98,355.92,38.82,27.43,25.90,32.57,98.85,165.98,40.52,39.85,20.52,63.46,361.46,12.35,73.46,93.55,113.57,31.22,53.66,
2019-03-18,44.32,1188.55,1184.26,27.09,357.35,38.30,27.23,25.84,32.41,99.53,160.47,40.52,39.69,20.40,63.08,363.44,12.33,73.68,93.83,111.75,31.08,53.36,
2019-03-19,45.75,1202.46,1198.85,26.99,360.45,38.16,27.26,25.87,32.06,97.38,161.57,39.20,38.42,20.47,62.64,358.78,12.25,72.59,95.79,108.67,31.27,52.84,
2019-03-20,45.49,1226.43,1223.97,26.84,362.44,37.86,26.69,25.21,31.54,96.90,165.44,37.53,36.53,20.15,63.15,375.22,12.31,72.06,96.06,108.66,32.57,53.00,
2019-03-21,47.90,1236.13,1231.54,27.32,366.27,38.42,26.68,25.44,32.23,104.74,166.08,38.89,37.77,20.15,64.28,377.87,12.55,72.26,99.11,107.35,32.61,53.57,
2019-03-22,46.19,1207.65,1205.50,27.33,360.78,37.85,26.67,25.45,31.27,102.20,164.34,37.62,36.39,19.41,62.95,361.01,12.34,71.90,96.02,106.92,33.02,54.92,
2019-03-25,46.30,1197.38,1193.00,27.07,356.84,37.59,27.11,25.66,30.63,101.59,166.29,36.38,35.41,19.25,62.82,366.23,12.27,72.31,96.03,106.49,32.59,55.21,
