Date,ATVI,GOOGL,GOOG,T,CHTR,CMCSA,DISCA,DISCK,DISH,EA,FB,FOXA,FOX,IPG,LYV,NFLX,NWSA,TMUS,TTWO,DIS,TWTR,VZ,VIAC
2019-03-26,45.76,1189.84,1184.62,27.61,356.03,38.02,27.64,26.11,31.54,102.18,167.68,36.48,35.66,19.10,63.31,359.97,12.13,73.34,96.37,108.81,33.06,55.72,
2019-03-27,45.22,1178.01,1173.02,27.62,355.51,38.57,27.58,25.91,31.33,100.54,165.87,35.87,35.17,19.31,63.33,353.37,12.02,72.24,94.49,108.95,32.28,55.95,
2019-03-28,45.32,1172.27,1168.49,27.28,352.87,38.77,26.91,25.32,31.23,102.06,165.55,35.37,34.65,19.23,63.90,354.61,12.09,69.15,96.49,109.37,32.87,54.29,
2019-03-29,45.23,1176.89,1173.31,27.58,346.91,38.35,27.02,25.42,31.69,101.49,166.69,35.67,34.86,19.30,63.54,356.56,12.15,69.10,94.37,109.69,32.88,54.34,
2019-04-01,46.81,1198.98,1194.43,28.10,346.22,38.67,27.75,26.18,33.14,102.53,168.70,35.81,35.12,19.45,64.48,366.96,12.23,69.97,95.69,111.15,33.44,54.30,
2019-04-02,47.15,1205.54,1200.49,27.82,346.63,38.59,27.39,25.85,33.22,100.71,174.20,35.25,34.68,19.29,64.77,367.72,12.15,69.73,97.66,110.61,33.75,53.79,
2019-04-03,47.34,1210.81,1205.92,28.03,345.37,38.83,27.87,26.24,32.93,100.02,173.54,35.06,34.49,19.36,64.82,369.75,12.20,69.00,97.91,111.16,34.38,54.10,
2019-04-04,46.65,1219.45,1215.00,28.13,345.72,38.97,28.88,27.16,33.81,97.81,176.02,35.72,35.00,19.51,63.09,367.88,12.21,70.05,93.70,113.36,34.42,54.21,
2019-04-05,46.98,1211.45,1207.15,28.46,351.44,38.98,29.48,27.61,34.70,99.30,175.72,36.61,35.92,19.78,62.93,365.49,12.26,70.35,94.53,113.61,34.72,54.30,
2019-04-08,47.26,1208.28,1203.84,28.49,354.14,39.26,28.87,27.04,33.99,97.82,174.93,36.41,35.80,19.77,63.58,361.41,12.23,71.23,94.29,113.57,34.86,54.34,
2019-04-09,46.70,1202.69,1197.25,28.37,354.56,39.58,28.84,26.98,33.73,98.12,177.58,36.25,35.84,19.81,63.43,364.71,12.23,71.42,93.28,115.45,35.14,54.22,
2019-04-10,47.55,1206.45,1202.16,28.49,354.35,39.61,30.59,28.25,34.61,99.50,177.82,35.45,34.90,19.85,64.60,363.92,12.36,72.16,95.33,115.75,34.75,54.41,
2019-04-11,46.86,1209.59,1204.62,28.78,355.25,39.58,30.19,27.83,34.72,100.45,177.51,36.04,35.37,20.09,63.98,367.65,12.25,73.00,95.27,115.19,34.58,54.37,
2019-04-12,46.97,1222.73,1217.87,28.78,356.05,39.83,30.02,28.00,34.30,101.69,179.10,36.47,35.90,20.02,64.46,351.14,12.36,73.71,94.11,128.49,34.37,54.53,
2019-04-15,45.45,1226.53,1221.10,28.62,357.34,40.29,30.05,27.96,34.23,97.72,179.65,36.47,35.92,20.15,64.94,348.87,12.25,73.79,92.65,130.45,34.71,54.51,
2019-04-16,44.77,1231.91,1227.13,28.82,358.05,40.47,29.98,28.07,34.12,93.71,178.87,36.68,36.15,20.49,64.93,359.46,12.38,74.10,90.94,128.33,34.46,54.58,
2019-04-17,44.69,1240.14,1236.34,28.55,361.69,41.05,30.41,28.23,34.69,91.83,178.78,37.74,37.12,20.68,64.53,354.74,12.30,72.46,89.74,130.16,34.48,53.64,
2019-04-18,45.01,1241.47,1236.37,28.62,359.37,40.92,30.13,28.03,34.89,93.02,178.28,37.35,36.84,20.81,65.35,360.35,12.23,73.75,90.74,130.85,34.40,53.89,
2019-04-22,45.04,1253.76,1248.84,28.67,358.05,40.50,29.12,27.16,33.75,92.40,181.44,36.63,36.18,20.63,65.50,377.34,12.15,73.72,91.92,130.09,34.39,54.19,
2019-04-23,46.21,1270.59,1264.55,28.69,358.63,40.49,29.47,27.55,33.66,94.50,183.78,37.00,36.53,20.65,66.42,381.89,12.21,73.75,93.29,131.75,39.77,53.06,
2019-04-24,46.44,1260.05,1256.00,27.52,360.50,40.36,30.38,28.45,34.15,94.02,182.58,36.89,36.38,20.71,66.09,374.23,12.22,73.33,93.60,133.47,39.29,52.99,
2019-04-25,47.10,1267.34,1263.45,27.11,366.76,41.40,30.37,28.56,33.86,92.86,193.26,37.07,36.57,20.47,65.82,368.33,12.06,72.71,92.90,135.58,38.48,51.85,
2019-04-26,47.84,1277.42,1272.18,27.42,370.15,41.54,31.51,29.49,34.79,94.34,191.49,37.39,36.83,21.54,66.46,374.85,12.17,72.92,96.25,138.23,38.67,52.53,
2019-04-29,48.08,1296.20,1287.58,27.60,370.97,41.90,31.63,29.33,35.43,94.60,194.78,38.09,37.62,21.59,65.97,371.83,12.15,73.60,97.15,137.62,39.78,52.77,
2019-04-30,47.90,1198.96,1188.48,27.67,371.19,41.98,30.90,28.76,35.12,94.52,193.40,37.89,37.40,21.13,65.34,370.54,12.13,72.99,96.83,135.32,39.91,53.10,
2019-05-01,48.24,1173.32,1168.08,27.52,371.04,41.87,30.89,28.86,34.67,94.73,193.03,38.28,37.63,21.20,63.72,378.81,12.08,73.58,99.05,134.73,39.29,52.47,
2019-05-02,49.23,1166.51,1162.61,27.36,370.41,41.13,29.26,27.65,33.60,94.27,192.53,36.22,35.79,21.01,63.76,379.06,11.98,73.61,99.68,132.52,39.95,52.91,
2019-05-03,46.84,1189.55,1185.40,27.44,377.68,41.75,29.34,27.77,35.08,92.38,195.47,36.41,35.96,21.21,64.34,385.03,12.05,74.74,101.62,132.71,40.80,53.14,
2019-05-06,47.85,1193.46,1189.39,27.34,376.28,41.75,29.14,27.50,34.71,93.64,193.88,36.85,36.25,21.40,64.68,378.67,11.75,74.46,101.65,133.37,40.23,52.84,
2019-05-07,46.38,1178.86,1174.10,27.28,374.74,41.23,28.69,27.10,34.59,92.61,189.77,36.21,35.65,20.93,63.83,370.46,11.30,74.00,99.88,131.83,38.62,52.58,
2019-05-08,46.51,1170.78,1166.27,27.08,372.32,41.03,28.92,27.35,34.93,93.76,189.54,36.36,35.77,21.40,64.71,364.37,11.16,72.63,101.81,133.36,38.58,52.34,
2019-05-09,46.34,1167.97,1162.38,27.15,374.33,41.39,28.45,26.94,34.77,93.20,188.65,37.41,36.89,21.07,64.65,362.75,11.17,74.25,102.12,131.98,38.79,52.44,
2019-05-10,45.72,1167.64,1164.27,27.36,377.89,41.61,28.46,26.77,35.46,93.76,188.34,37.44,36.96,21.20,65.36,361.04,11.62,75.23,103.38,132.42,38.45,52.84,
2019-05-13,43.13,1136.59,1132.03,27.23,368.89,40.77,27.34,25.75,34.04,90.30,181.54,36.90,36.43,20.53,63.01,345.26,11.19,73.42,100.01,129.75,36.59,52.69,
2019-05-14,44.41,1124.86,1120.44,27.78,373.15,41.38,27.74,26.25,34.37,94.44,180.73,36.82,36.41,20.57,64.15,345.61,11.25,73.60,103.55,131.59,36.93,52.50,
2019-05-15,45.98,1170.80,1164.21,27.93,377.19,40.97,27.75,26.18,34.89,96.64,186.27,36.64,36.17,20.74,64.32,354.99,11.30,74.63,107.48,133.05,37.90,52.74,
2019-05-16,46.98,1184.50,1178.98,28.26,382.19,41.65,27.88,26.25,35.07,98.87,186.99,35.70,35.28,20.64,64.38,359.31,11.26,75.38,107.55,133.86,38.30,53.27,
2019-05-17,46.09,1168.78,1162.30,28.42,386.41,41.99,27.87,26.22,35.33,97.13,185.30,36.49,36.01,20.70,63.63,354.45,11.15,75.37,106.66,133.41,37.50,53.93,
2019-05-20,43.33,1144.66,1138.85,28.77,377.29,41.25,27.31,25.83,33.24,92.57,182.72,36.32,35.86,20.41,62.97,348.11,11.32,78.29,102.98,132.29,37.15,54.79,
2019-05-21,43.17,1154.44,1149.63,28.96,379.21,41.75,28.01,26.34,35.00,95.52,184.82,36.85,36.35,20.79,63.90,354.27,11.53,77.15,103.75,132.47,37.47,55.24,
2019-05-22,42.63,1155.85,1151.42,28.85,378.08,41.75,27.42,25.78,34.87,93.72,185.32,36.30,35.85,20.77,62.87,359.73,11.49,76.35,104.23,132.23,38.58,55.01,
2019-05-23,41.91,1145.34,1140.77,28.72,375.51,41.21,27.24,25.48,34.26,91.99,180.87,36.09,35.69,20.44,62.49,352.21,11.52,76.01,104.38,131.13,37.19,54.66,
2019-05-24,42.01,1138.61,1133.47,28.84,375.00,41.15,27.14,25.51,34.22,92.15,181.06,36.10,35.64,20.30,63.28,354.39,11.51,77.27,105.02,131.19,37.41,55.07,
2019-05-28,43.23,1139.56,1134.15,28.53,377.00,40.95,27.92,25.91,35.18,93.38,184.31,35.83,35.35,20.18,62.45,355.06,11.51,75.91,106.54,131.02,37.29,54.53,
2019-05-29,43.70,1119.94,1116.46,28.52,375.37,40.42,27.47,25.70,34.87,92.43,182.19,35.00,34.51,19.93,62.14,349.19,11.34,76.13,107.00,129.98,36.85,54.02,
2019-05-30,43.28,1121.41,1117.95,28.47,379.22,40.25,27.13,25.62,34.76,92.01,183.01,34.44,34.03,19.80,61.62,351.85,11.18,76.03,106.99,130.60,37.14,52.76,
2019-05-31,43.09,1106.50,1103.63,27.33,376.80,39.54,27.26,25.64,36.11,92.96,177.47,34.45,33.93,19.71,60.82,343.28,11.13,73.44,108.15,130.45,36.44,50.46,
2019-06-03,42.10,1038.74,1036.23,27.78,377.65,39.50,27.32,25.53,35.53,91.19,164.15,33.48,33.02,19.94,60.07,336.63,11.16,74.20,105.95,130.87,34.43,52.34,
2019-06-04,43.33,1054.49,1053.05,28.13,387.67,39.92,28.62,26.68,36.25,94.00,167.50,33.72,33.33,20.10,61.55,353.40,11.31,75.69,108.99,133.19,36.10,52.20,
2019-06-05,44.23,1044.64,1042.22,28.31,384.96,39.83,28.05,26.21,35.92,95.12,168.17,33.60,33.26,20.14,61.95,355.73,11.35,76.29,111.55,134.30,36.33,52.95,
2019-06-06,43.79,1047.76,1044.34,28.69,387.31,39.68,28.38,26.39,36.18,96.26,168.33,33.36,32.99,20.30,62.01,357.13,11.33,75.95,110.67,135.55,36.59,53.42,
2019-06-07,45.08,1068.37,1066.04,29.04,394.04,40.00,28.42,26.49,37.10,96.86,173.35,33.26,32.93,20.39,62.19,360.87,11.45,77.03,111.65,136.37,37.93,53.14,
2019-06-10,45.71,1082.76,1080.38,28.53,395.41,39.82,28.25,26.34,37.35,95.38,174.82,33.27,32.99,19.80,61.75,352.01,11.50,76.67,111.78,135.42,37.64,52.13,
2019-06-11,46.39,1081.04,1078.72,28.70,391.64,39.75,28.97,27.00,37.24,94.45,178.10,33.42,33.07,20.08,63.18,351.27,11.53,75.46,110.29,133.45,37.21,52.76,
2019-06-12,44.80,1079.10,1077.03,28.76,391.16,39.97,29.23,27.21,37.53,92.55,175.04,34.27,33.92,20.31,63.39,345.56,11.47,75.38,108.71,134.08,37.49,53.25,
2019-06-13,45.75,1091.01,1088.77,28.86,389.72,40.20,29.89,27.77,37.89,93.45,177.47,34.51,34.16,20.68,64.25,343.43,11.52,74.45,110.72,140.03,36.34,53.50,
2019-06-14,45.32,1086.30,1085.35,28.91,392.08,40.80,29.02,26.84,37.54,92.61,181.33,34.46,34.18,20.50,63.99,339.73,11.56,74.90,110.36,139.94,36.15,54.11,
2019-06-17,44.78,1093.89,1092.50,28.87,394.07,41.04,29.52,27.20,38.99,92.32,189.01,35.33,35.00,20.40,65.09,350.62,11.96,75.27,110.29,139.27,36.44,53.50,
2019-06-18,45.47,1105.24,1103.60,28.99,395.21,41.71,29.65,27.25,39.10,91.91,188.47,35.39,35.03,20.64,66.31,357.12,12.59,76.44,111.02,137.56,36.65,53.23,
2019-06-19,45.03,1104.51,1102.33,28.96,397.75,41.60,30.50,28.04,38.91,92.46,187.48,35.19,34.94,20.85,66.48,363.52,13.06,78.28,111.02,139.22,36.29,53.50,
2019-06-20,45.37,1113.20,1111.42,29.08,398.77,42.12,30.93,28.41,39.09,93.07,189.53,34.79,34.56,20.88,67.22,365.21,13.25,77.93,111.54,140.31,35.44,53.24,
2019-06-21,45.61,1125.37,1121.88,29.00,394.69,42.01,30.69,28.28,39.01,95.20,191.14,35.38,35.08,20.85,66.69,369.21,13.22,75.70,112.64,138.54,35.02,53.63,
2019-06-24,46.84,1116.70,1115.52,29.12,392.44,42.04,31.01,28.54,38.59,98.87,192.60,35.01,34.75,20.99,66.58,371.04,13.01,75.54,113.83,137.54,35.58,54.10,
2019-06-25,45.90,1087.58,1086.35,29.09,390.91,41.22,29.93,27.57,37.78,96.77,188.84,34.56,34.40,20.78,66.47,360.30,12.94,74.58,112.81,138.25,34.72,53.85,
2019-06-26,46.42,1080.32,1079.80,29.07,388.24,40.61,29.52,27.28,37.51,97.19,187.66,34.68,34.52,20.57,66.05,362.20,12.99,73.04,111.55,138.70,35.22,52.91,
2019-06-27,46.97,1076.63,1076.01,29.47,391.41,40.50,29.74,27.45,38.17,99.01,189.50,35.19,34.95,20.49,66.93,370.02,13.12,73.29,113.39,137.62,34.75,53.15,
2019-06-28,46.89,1082.80,1080.91,29.95,395.18,40.77,30.70,28.45,38.41,101.13,193.00,35.83,35.71,20.98,66.25,367.32,13.18,74.14,113.53,137.95,34.90,53.04,
2019-07-01,47.19,1100.00,1097.95,29.88,397.74,41.19,30.68,28.33,38.86,100.76,193.00,35.12,35.16,20.93,67.16,374.60,13.28,74.15,115.96,139.94,36.08,52.60,
2019-07-02,47.67,1112.60,1111.25,30.24,398.69,41.56,30.88,28.40,39.17,102.58,195.00,35.78,35.71,21.55,68.19,375.43,13.20,75.48,116.91,140.81,36.22,53.97,
2019-07-03,48.34,1122.99,1121.58,30.37,400.00,41.98,30.90,28.38,39.60,97.98,197.20,35.54,35.54,21.51,69.40,381.72,13.14,75.82,118.07,141.25,36.02,53.97,
2019-07-05,47.84,1132.67,1131.59,30.65,401.68,41.94,31.26,28.72,39.97,93.48,196.40,35.79,35.74,21.70,69.66,380.55,13.15,76.23,117.23,141.60,36.25,54.14,
2019-07-08,46.17,1116.79,1116.35,30.61,399.40,41.31,31.30,28.80,39.84,93.32,195.76,35.33,35.32,21.66,68.61,376.16,12.98,75.63,114.75,140.18,36.45,53.75,
2019-07-09,46.07,1124.29,1124.83,30.43,401.22,41.65,31.63,29.03,40.73,91.93,199.21,35.22,35.21,21.50,69.08,379.93,12.99,75.15,115.09,140.77,37.65,52.92,
2019-07-10,46.53,1140.91,1140.48,30.63,407.21,42.44,31.65,28.97,40.66,93.83,202.73,35.34,35.33,21.62,69.34,381.00,12.99,78.63,117.16,142.69,37.47,53.48,
2019-07-11,47.03,1144.08,1144.21,30.35,410.25,42.72,31.62,29.16,40.82,93.37,201.23,35.48,35.50,21.58,69.88,379.50,12.91,78.26,116.53,142.71,37.21,53.40,
2019-07-12,46.89,1145.34,1144.90,30.53,414.31,43.26,32.41,29.80,41.87,92.70,204.87,36.14,36.13,22.08,70.50,373.25,13.00,79.45,116.46,144.02,37.84,53.65,
2019-07-15,47.35,1150.51,1150.34,30.58,414.63,43.34,32.38,29.81,41.80,92.10,203.91,36.19,36.21,22.02,70.83,366.60,13.05,79.31,117.03,144.20,38.68,54.02,
2019-07-16,46.68,1153.46,1153.58,30.46,414.84,43.70,32.57,30.03,41.24,89.43,203.84,35.88,35.87,22.00,70.55,365.99,13.27,79.04,117.45,143.44,37.99,53.86,
2019-07-17,46.38,1146.74,1146.35,30.17,414.56,43.06,31.80,29.32,40.85,89.58,201.80,35.37,35.36,21.45,70.33,362.44,12.91,78.93,117.60,141.72,37.70,53.68,
2019-07-18,45.42,1147.24,1146.33,30.02,415.62,43.18,31.32,28.82,40.83,89.07,200.78,35.74,35.79,21.20,70.59,325.21,12.97,77.97,117.70,140.79,37.66,53.67,
2019-07-19,44.85,1131.55,1130.10,29.75,409.79,42.70,31.46,29.00,40.89,87.38,198.36,35.62,35.64,21.18,70.29,315.10,12.84,77.43,116.06,139.02,36.77,53.09,
2019-07-22,45.27,1139.21,1138.07,29.15,407.86,42.49,30.98,28.66,41.85,88.02,202.32,35.30,35.51,21.16,70.04,310.62,12.95,77.66,116.66,140.00,37.58,52.07,
2019-07-23,45.62,1148.05,1146.21,29.11,407.53,42.95,30.89,28.73,43.26,88.10,202.36,35.42,35.69,20.84,70.47,307.30,13.07,78.14,118.11,140.42,37.90,52.05,
2019-07-24,46.55,1139.73,1137.81,30.15,409.67,43.48,31.49,29.28,41.56,89.66,204.66,35.79,36.07,21.15,70.87,317.94,13.26,80.61,118.90,140.45,38.73,52.51,
2019-07-25,46.88,1135.94,1132.12,30.67,405.50,43.23,31.46,29.26,39.17,89.04,200.71,36.35,36.59,21.38,72.53,326.46,13.06,79.91,119.25,142.36,38.12,52.88,
2019-07-26,47.68,1245.22,1250.41,30.98,398.79,43.25,31.47,29.26,39.51,89.39,199.75,36.38,36.65,21.43,73.54,335.78,13.12,84.25,121.78,143.79,41.52,53.55,
2019-07-29,48.13,1241.84,1239.41,31.15,393.65,42.86,31.08,29.00,38.28,88.75,195.94,36.68,36.85,21.50,71.20,332.70,13.07,82.38,123.59,145.52,41.50,53.82,
2019-07-30,47.97,1228.00,1225.14,31.01,394.56,42.72,31.02,28.87,34.95,88.45,197.04,36.98,37.00,21.32,72.10,325.93,13.07,81.30,123.20,144.07,41.00,53.13,
2019-07-31,48.42,1218.20,1216.68,30.89,385.38,41.84,30.31,28.24,33.86,92.38,194.23,36.49,36.37,21.29,72.06,322.99,12.86,79.73,122.52,142.16,42.31,51.85,
2019-08-01,49.86,1211.78,1209.01,30.95,384.38,41.55,29.94,27.83,32.95,94.47,192.73,36.07,36.02,20.66,71.25,319.50,12.73,79.31,122.10,141.01,42.08,51.84,
2019-08-02,48.70,1196.32,1193.99,31.00,384.66,41.33,29.43,27.32,32.18,92.77,189.02,35.82,35.74,20.22,70.70,318.83,12.68,77.73,121.69,140.87,42.85,52.15,
2019-08-05,45.80,1154.75,1152.32,30.38,379.74,40.32,29.18,26.98,31.72,88.47,181.73,35.25,35.20,19.65,68.50,307.63,12.46,76.19,115.38,137.48,40.37,51.81,
2019-08-06,46.29,1171.08,1169.95,30.81,381.99,40.77,29.54,27.28,31.74,89.98,184.51,35.64,35.59,19.77,70.01,310.10,12.60,77.28,124.56,141.03,41.32,51.65,
2019-08-07,47.79,1175.91,1173.99,30.90,375.03,40.44,29.86,27.47,31.51,92.15,185.15,36.22,35.97,19.57,70.80,304.29,12.49,76.48,129.40,134.06,41.73,51.68,
2019-08-08,49.01,1206.19,1204.80,31.33,380.03,41.34,29.67,27.42,32.86,95.10,190.16,34.35,34.22,19.94,72.30,315.90,12.73,77.90,131.39,137.07,42.07,52.37,
2019-08-09,47.75,1188.90,1188.01,31.33,379.57,41.60,29.46,27.24,32.39,91.85,187.85,34.61,34.58,19.69,72.11,308.93,13.38,77.52,128.87,137.70,41.53,52.33,
2019-08-12,46.77,1174.50,1174.71,31.28,376.28,41.15,29.25,27.09,32.11,91.65,185.37,34.17,34.03,19.45,70.63,310.83,13.70,76.94,127.62,134.94,40.48,52.25,
2019-08-13,47.82,1196.73,1197.27,31.62,379.37,42.12,29.60,27.35,32.26,92.22,188.45,34.28,34.22,19.33,71.36,312.28,13.71,77.62,127.53,136.19,41.81,52.89,
2019-08-14,44.96,1164.25,1164.29,30.93,375.18,41.06,27.49,25.52,31.71,87.98,179.71,32.94,32.91,18.46,69.06,299.11,13.07,76.93,126.22,132.06,40.65,52.28,
2019-08-15,45.21,1169.32,1167.26,31.15,380.94,41.04,27.17,25.33,31.87,87.76,182.59,32.02,32.08,18.18,69.41,295.76,13.33,77.27,126.16,132.62,40.09,52.82,
2019-08-16,46.36,1179.21,1177.60,31.72,384.51,41.85,27.95,26.10,31.96,89.44,183.70,32.26,32.27,18.67,70.35,302.80,13.44,77.75,127.20,134.39,40.58,53.15,
2019-08-19,47.61,1200.44,1198.45,32.10,388.42,42.64,28.42,26.60,32.59,90.79,186.17,33.12,32.85,19.02,71.47,309.38,13.67,78.23,129.86,134.48,41.70,53.48,
2019-08-20,48.48,1183.53,1182.69,31.73,391.55,42.58,28.21,26.40,32.14,92.58,183.81,32.84,32.61,18.89,71.45,298.99,13.60,77.68,131.43,134.33,42.29,52.79,
2019-08-21,48.72,1191.58,1191.25,31.90,392.13,42.75,28.28,26.50,31.87,93.91,183.55,32.67,32.41,19.10,71.84,297.81,13.77,78.18,134.21,134.95,42.80,53.09,
2019-08-22,48.76,1191.52,1189.53,32.11,391.04,42.42,28.03,26.26,31.72,94.49,182.04,32.32,32.09,18.92,71.45,296.93,13.82,77.79,132.39,135.27,42.18,53.27,
2019-08-23,47.02,1153.58,1151.29,31.59,385.51,41.12,27.01,25.33,31.04,92.79,177.75,31.05,30.74,18.45,70.72,291.44,13.23,76.48,128.81,130.89,41.00,52.46,
2019-08-26,48.37,1171.18,1168.89,31.69,396.78,42.01,27.20,25.57,32.26,94.25,180.36,31.37,31.00,18.55,71.70,294.98,13.34,78.06,130.49,133.81,41.44,53.20,
2019-08-27,50.76,1170.82,1167.84,31.50,398.49,42.25,26.47,24.89,32.37,93.93,181.30,31.22,30.91,18.48,70.31,291.03,13.20,77.12,130.84,133.69,42.14,53.65,
2019-08-28,49.88,1173.75,1171.02,31.72,400.50,42.42,26.94,25.37,33.44,92.28,181.76,31.08,30.85,18.49,69.20,291.77,13.40,77.06,131.22,135.74,41.68,54.37,
2019-08-29,50.63,1194.24,1192.85,31.89,407.24,42.80,27.73,26.11,33.73,92.91,185.57,32.01,31.72,18.58,68.86,296.78,13.48,78.01,132.40,137.02,42.49,54.36,
2019-08-30,50.27,1190.53,1188.10,31.99,409.59,42.89,27.60,26.03,33.56,93.56,185.67,32.43,32.07,18.68,69.51,293.75,13.43,78.05,131.97,136.44,42.65,54.56,
2019-09-03,50.73,1169.55,1168.39,32.10,411.81,42.52,26.89,25.44,32.85,94.70,182.39,32.27,31.93,18.73,68.46,289.29,13.24,77.13,131.66,135.50,41.96,54.45,
2019-09-04,53.15,1182.27,1181.41,32.40,419.47,44.11,27.04,25.54,34.17,97.82,187.14,33.04,32.70,18.93,70.50,291.52,13.57,77.61,132.74,137.07,43.36,54.58,
2019-09-05,54.22,1212.19,1211.38,32.56,422.05,44.98,27.40,25.77,34.85,97.32,190.90,33.72,33.39,19.21,70.98,293.25,13.68,77.83,131.35,138.01,45.30,54.97,
2019-09-06,54.22,1206.32,1204.93,32.89,425.72,44.92,27.34,25.67,35.70,98.40,187.49,33.70,33.35,19.48,71.37,290.17,13.78,79.15,130.76,138.72,45.42,55.41,
2019-09-09,54.83,1205.27,1204.41,33.38,419.78,44.98,27.30,25.76,36.30,98.55,188.76,33.77,33.46,19.80,69.33,294.34,14.04,79.13,132.17,138.00,44.26,55.03,
2019-09-10,55.66,1205.70,1206.00,34.09,421.34,45.01,28.43,26.88,37.15,99.37,186.17,33.77,33.69,20.33,68.65,287.99,14.27,78.38,128.40,134.98,43.25,56.02,
2019-09-11,54.55,1220.00,1220.17,35.14,425.00,44.97,28.55,26.97,36.63,98.98,188.49,33.48,33.45,20.00,70.27,288.27,14.31,79.74,122.62,135.38,43.25,56.41,
2019-09-12,55.09,1234.97,1234.25,34.82,425.00,45.52,28.11,26.51,35.89,98.21,187.47,33.27,33.18,19.84,70.63,288.86,14.18,79.69,126.24,136.68,43.20,56.69,
2019-09-13,55.58,1240.03,1239.56,34.39,425.52,45.43,27.89,26.30,35.26,98.35,187.19,33.31,33.19,19.91,70.29,294.15,14.31,79.40,125.10,137.20,42.63,56.25,
2019-09-16,55.42,1231.63,1231.30,33.85,423.25,44.84,27.97,26.32,36.08,98.99,186.22,33.08,32.97,20.12,69.23,294.29,13.85,79.56,128.63,134.99,42.76,55.82,
2019-09-17,54.99,1229.88,1229.15,33.71,425.15,45.23,27.20,25.62,35.30,98.29,188.08,32.36,32.31,20.00,69.91,298.60,14.02,80.21,130.91,135.50,43.24,56.17,
2019-09-18,54.76,1232.65,1232.41,33.35,425.42,45.49,27.21,25.46,35.57,98.15,188.14,32.14,32.00,20.14,68.06,291.56,14.01,80.12,129.76,135.99,43.24,56.23,
2019-09-19,54.65,1238.75,1238.71,33.70,427.42,45.24,26.67,24.93,35.44,99.56,190.14,31.55,31.48,20.04,67.69,286.60,13.72,81.00,130.59,132.51,42.93,56.27,
2019-09-20,54.40,1229.84,1229.93,34.39,420.35,44.93,26.23,24.37,34.54,98.57,189.93,31.77,31.58,19.89,67.39,270.75,13.71,80.59,130.56,131.48,43.23,56.56,
2019-09-23,53.83,1234.69,1234.03,34.11,421.51,44.79,26.58,24.70,34.47,98.05,186.82,31.77,31.68,19.94,68.20,265.92,13.78,79.96,125.73,131.67,43.38,56.49,
2019-09-24,53.61,1218.33,1218.76,33.91,417.53,44.30,26.42,24.45,34.63,97.23,181.28,31.10,31.04,20.02,66.70,254.59,13.70,79.36,125.08,131.18,41.42,56.77,
2019-09-25,54.58,1245.94,1246.52,33.91,416.66,44.41,26.69,24.72,35.02,97.50,182.80,31.52,31.51,19.74,67.48,264.75,13.81,79.81,127.24,132.30,42.50,56.54,
2019-09-26,53.87,1242.29,1241.39,33.91,411.00,43.51,26.46,24.45,34.00,96.49,180.11,30.97,30.98,19.66,67.31,263.31,13.70,79.00,126.77,130.49,42.44,56.70,
2019-09-27,51.99,1225.95,1225.09,33.96,406.21,43.42,26.80,24.71,34.01,95.54,177.10,30.96,30.99,20.12,66.34,263.08,13.63,77.56,123.97,129.19,41.35,56.57,
2019-09-30,52.57,1221.14,1219.00,34.33,412.12,43.69,26.63,24.62,34.07,97.69,178.08,31.05,31.05,20.26,66.34,267.62,13.69,78.77,125.34,129.54,41.20,56.63,
2019-10-01,52.55,1206.00,1205.10,33.94,405.60,43.35,26.77,24.79,33.70,96.62,175.81,30.76,30.70,20.00,66.24,269.58,13.65,78.20,122.91,128.78,40.25,56.15,
2019-10-02,51.91,1177.92,1176.63,33.64,410.75,42.89,26.43,24.64,32.93,94.12,174.60,29.95,29.84,19.28,66.94,268.03,13.53,76.41,119.66,128.37,39.70,55.27,
2019-10-03,53.72,1189.43,1187.83,33.74,416.67,42.90,27.02,25.06,32.98,94.21,179.38,29.99,29.92,19.27,68.40,268.15,13.47,77.03,120.50,127.39,40.00,55.36,
2019-10-04,55.08,1210.96,1209.00,34.03,427.72,43.53,27.01,25.16,33.09,95.48,180.45,30.10,30.01,19.59,69.49,272.79,13.63,77.99,123.33,129.49,40.36,56.20,
2019-10-07,55.05,1208.25,1207.68,34.16,430.04,43.41,27.38,25.44,33.15,93.45,179.68,30.13,30.02,19.84,69.47,274.46,13.49,78.48,122.99,130.12,40.80,56.53,
2019-10-08,53.78,1190.13,1189.13,34.00,428.07,42.95,26.83,24.96,32.08,92.42,177.75,29.59,29.57,19.05,67.57,270.72,12.76,77.61,119.45,127.70,39.70,56.03,
2019-10-09,53.08,1202.40,1202.31,34.07,429.28,43.21,27.01,25.21,32.69,92.76,179.85,29.77,29.79,18.89,68.20,267.53,12.87,77.79,121.87,128.56,39.50,56.14,
2019-10-10,53.34,1209.47,1208.67,34.42,426.93,43.33,27.35,25.57,33.15,92.41,180.03,30.05,29.95,18.64,67.61,280.48,12.96,78.30,122.40,128.57,39.54,56.72,
2019-10-11,54.46,1215.71,1215.45,34.56,423.16,44.35,27.97,26.10,34.06,94.06,184.19,30.98,30.68,18.87,68.14,282.93,13.28,79.53,122.42,129.25,40.36,56.81,
2019-10-14,54.65,1217.77,1217.14,34.46,422.96,44.04,27.75,25.83,33.64,93.76,183.28,30.91,30.53,19.12,67.75,285.53,13.31,78.63,121.16,128.93,39.78,56.50,
